games_played_with_card_in_deck,rank_category,dbf_id,card_name
212563,Rank10,614,Sorcerer's Apprentice
284138,Rank10,41153,Arcanologist
37361,Rank10,1080,Archmage Antonidas
24158,GrindTo15,41260,Fire Plume Phoenix
17206,GrindTo15,38876,Shadowcaster
111620,Rank10,985,Dire Wolf Alpha
111150,Rank15,40372,Jade Idol
16780,GrindTo10,338,Grommash Hellscream
44479,Rank10,836,Wrath
887,GrindTo15,40683,Piranha Launcher
630514,GrindTo5,41418,Tar Creeper
466306,Rank15,41418,Tar Creeper
456373,GrindTo5,405,Mana Wyrm
451003,GrindTo5,43407,Explosive Runes
249488,Rank5,39715,Firelands Portal
335755,GrindTo10,45340,Prince Keleseth
88655,Rank10,38312,"Y'Shaarj, Rage Unbound"
61525,Rank5,1366,Mass Dispel
121965,Rank5,613,Power Word: Shield
92197,Rank5,43398,Deathstalker Rexxar
47374,GrindToLegend,41683,Gluttonous Ooze
1939,GrindTo15,41400,Explore Un'Goro
155546,GrindTo10,42665,Leeching Poison
181689,GrindTo10,43288,Lesser Jasper Spellstone
205221,Rank5,40583,Kabal Crystal Runner
29641,GrindTo10,38943,"Deathwing, Dragonlord"
156192,Rank5,559,Leeroy Jenkins
366543,Rank5,43415,Bloodreaver Gul'dan
78327,Rank10,39740,Malchezaar's Imp
128195,Rank5,757,Argent Squire
545401,GrindTo10,46551,Spiteful Summoner
20997,Legend,42395,Saronite Chain Gang
177980,Rank10,679,Divine Favor
4515,GrindTo10,643,Sword of Justice
383391,GrindTo5,38496,"N'Zoth, the Corruptor"
12580,GrindTo15,43358,Cave Hydra
364941,GrindTo5,46551,Spiteful Summoner
439689,GrindTo5,1037,Twilight Drake
15305,Rank10,41928,Blazecaller
29324,Legend,42009,Free From Amber
239885,Rank15,38496,"N'Zoth, the Corruptor"
1637,GrindTo15,38270,Hammer of Twilight
4823,GrindTo15,42615,Fatespinner
3954,Rank5,43473,Lone Champion
26842,GrindTo15,469,Blood Imp
36237,GrindTo15,290,Ironbeak Owl
10905,Rank15,30,Thoughtsteal
330447,Rank10,43122,Kobold Librarian
66216,Rank10,42801,Doomerang
148815,Rank5,475,Murloc Tidecaller
26624,Rank15,436,Malygos
3271,Rank15,242,Abusive Sergeant
55733,Rank5,43228,Fal'dorei Strider
213371,GrindToLegend,531,Faceless Manipulator
306387,Rank5,42471,Defile
142249,Legend,41566,Mistress of Mixtures
2886,GrindToLegend,46454,The Darkness
47627,GrindTo5,39492,Cloaked Huntress
4385,GrindTo15,797,Lightwell
42697,Rank10,573,Shiv
4499,Rank15,1019,Dread Infernal
203563,GrindTo5,45833,Crystal Lion
95035,GrindTo5,40372,Jade Idol
5955,Rank5,41890,Direhorn Hatchling
4005,GrindTo15,39119,Soggoth the Slitherer
3145,GrindTo10,39465,Moat Lurker
16318,Rank5,42651,Druid of the Swarm
23171,Rank10,40416,Kun the Forgotten King
7785,GrindTo10,40697,Jade Swarmer
74248,Rank10,459,Deadly Poison
205868,GrindTo10,43419,Frost Lich Jaina
9550,GrindTo15,42750,Drakkari Defender
14328,Rank15,814,Snipe
6111,GrindTo15,45547,Feral Gibberer
946,GrindTo10,40381,Mana Geode
9316,Rank10,43463,Wax Elemental
4495,GrindTo15,39433,Runic Egg
44951,GrindToLegend,45271,Dragon's Fury
85534,Rank10,77,Polymorph
10961,Rank15,41096,Bright-Eyed Scout
106460,GrindTo5,1004,Flamestrike
37210,Rank5,41159,Volcano
36529,GrindToLegend,45269,Raven Familiar
16116,Rank10,629,Lightning Storm
10339,Rank15,40469,Grimestreet Enforcer
1403,Rank15,38567,Blood of The Ancient One
1342,Rank10,1634,Young Priestess
1211,Rank15,40634,Small-Time Recruits
20979,GrindTo10,38530,Ravaging Ghoul
847,GrindTo15,41264,Tortollan Primalist
15917,Rank15,38882,Dark Arakkoa
4497,GrindTo15,38897,Ancient Shieldbearer
3653,Rank5,43414,Lesser Ruby Spellstone
35677,GrindTo10,43506,Sindragosa
8310,GrindTo10,42633,Archbishop Benedictus
13417,GrindTo15,345,Assassinate
34298,GrindTo10,42439,Bone Drake
906,GrindTo15,1687,Core Hound
3264,GrindTo15,381,Soul of the Forest
17590,GrindTo15,41304,Terrorscale Stalker
1342,GrindTo10,440,Abomination
2056,GrindTo10,41107,Fire Plume Harbinger
3885,GrindTo10,40940,Kabal Trafficker
667,GrindTo15,38898,Usher of Souls
1133,GrindTo10,39747,Ironforge Portal
4369,Rank15,43486,Dragonslayer
1179,Rank15,40935,Manic Soulcaster
2721,Rank15,41881,Tar Lord
45005,Legend,756,Equality
18695,Rank5,41162,Pyros
65999,Rank5,912,Harrison Jones
6844,GrindTo10,42563,Professor Putricide
2873,Rank10,70,Blessing of Might
13841,Rank15,189,Fire Elemental
891,GrindTo15,40598,Unlicensed Apothecary
3223,Rank10,40839,I Know a Guy
617,GrindTo5,40935,Manic Soulcaster
25480,GrindToLegend,43373,Potion of Heroism
520,GrindTo10,12,Mana Addict
2788,Legend,41096,Bright-Eyed Scout
670,GrindTo10,45778,Blessed Maul
1386,GrindTo15,42782,Ticking Abomination
4666,Rank15,40906,Second-Rate Bruiser
1002,GrindTo15,618,Dust Devil
2442,Rank15,46286,Cataclysm
479,GrindTo15,40438,Brass Knuckles
2454,Rank15,41327,Stormwatcher
6925,GrindTo10,211,Sea Giant
813,Rank15,90,Chillwind Yeti
25634,Rank5,40605,Auctionmaster Beardo
19369,Rank10,40954,Burgly Bully
8904,GrindTo10,41208,Razorpetal Lasher
6530,GrindTo10,213,Mark of the Wild
788,GrindTo15,40700,Spiked Hogrider
1822,Rank15,40701,Inkmaster Solia
1390,GrindTo10,42909,Corpse Raiser
10923,GrindTo5,40906,Second-Rate Bruiser
256,GrindTo15,39002,Duskboar
2326,Rank10,41879,Spirit Echo
2597,GrindTo10,39840,Prince Malchezaar
3813,Rank15,38784,Infested Tauren
766,GrindTo10,38461,Renounce Darkness
2219,GrindTo15,640,Hogger
573,GrindTo5,1372,Molten Giant
650,GrindTo10,40741,Daring Reporter
3718,GrindToLegend,41259,Devilsaur Egg
8934,GrindTo5,43486,Dragonslayer
3993,Rank5,38666,Forbidden Healing
208,GrindTo10,38541,Zealous Initiate
41002,Rank10,45265,Fungalmancer
980,GrindTo15,41294,Ozruk
4639,GrindTo10,41318,Stubborn Gastropod
492,GrindTo15,40641,Virmen Sensei
646,GrindTo5,45777,Sacred Maul
9012,GrindToLegend,415,Youthful Brewmaster
470,GrindTo10,40703,Don Han'Cho
2370,GrindTo5,430,Cone of Cold
1673,GrindTo15,1658,Alarm-o-Bot
2472,GrindTo15,45929,Kobold Apprentice
355,Rank10,642,Scarlet Crusader
1345,Rank10,38958,Crazed Worshipper
1047,GrindTo10,753,Stormwind Champion
1707,GrindTo5,42630,Rotface
5703,GrindTo5,41366,Swamp King Dred
4867,GrindToLegend,401,Fiery War Axe
2195,GrindToLegend,42658,Drain Soul
2591,GrindTo5,38738,Bloodhoof Brave
1299,GrindTo5,40486,White Eyes
365,GrindTo5,41252,Tortollan Forager
2076,GrindToLegend,41099,Jungle Giants
384,Rank10,43289,Jasper Spellstone
296,GrindTo10,38395,Thistle Tea
2975,GrindToLegend,45338,Shadowblade
772,Rank10,42678,Brrrloc
755,Rank10,42763,Ice Fishing
27045,Legend,40409,Potion of Polymorph
694,GrindTo5,23,Bane of Doom
25962,Rank5,45995,"Grumble, Worldshaker"
133,GrindToLegend,41309,Emerald Reaver
207,Rank10,38534,Bog Creeper
1927,Rank5,42469,Dark Conviction
404,Rank10,38957,Midnight Drake
420,Rank10,42327,Phantom Freebooter
773,Rank5,440,Abomination
118,GrindTo5,765,Thrallmar Farseer
4817,GrindTo5,41944,Adaptation
104,GrindTo5,42819,Runeforge Haunter
515,GrindTo5,41856,Lakkari Sacrifice
1096,Legend,45859,"Ixlid, Fungal Lord"
371,Rank5,39839,Zoobot
255,Rank15,38521,Faceless Behemoth
615,Rank15,1068,Guardian of Kings
5875,Legend,43506,Sindragosa
961,Rank10,41524,Volatile Elemental
289,Rank10,40423,Finders Keepers
115,GrindToLegend,45314,Mindbreaker
1647,GrindToLegend,41494,Awaken the Makers
157,GrindTo10,40294,Blubber Baron
282,Legend,38918,Blood To Ichor
1127,Legend,41173,Crystalline Oracle
238,Rank10,151,Mark of Nature
196,GrindToLegend,381,Soul of the Forest
352,GrindToLegend,41137,Ravasaur Runt
1374,Rank5,38781,Twisted Worgen
103,Legend,68,Stranglethorn Tiger
2148,Legend,755,Blood Knight
269,GrindTo10,38875,Forlorn Stalker
222,GrindTo10,42445,Night Howler
156,GrindTo5,46440,Windshear Stormcaller
253,GrindToLegend,45547,Feral Gibberer
130,Rank10,45308,Embrace Darkness
131,Legend,43290,Greater Jasper Spellstone
218,Legend,1174,Avenging Wrath
250,Rank10,41360,Stampede
122,Legend,351,Master Swordsmith
121,Rank5,41324,Stegodon
184,GrindToLegend,797,Lightwell
230,Rank5,866,Shieldbearer
106,Legend,38413,Forbidden Flame
12059,GrindTo5,878,Dread Corsair
147590,GrindTo15,38452,Darkshire Councilman
10362,Rank15,999,Bloodsail Raider
80230,Rank15,587,Frost Nova
4453,Rank15,804,Mortal Strike
58453,GrindTo15,41180,Tortollan Shellraiser
174696,GrindTo15,40426,Alleycat
79934,GrindTo10,1080,Archmage Antonidas
772795,GrindTo10,41153,Arcanologist
17309,GrindTo15,39026,Undercity Huckster
73681,GrindToLegend,457,Blizzard
49176,GrindTo15,39225,The Curator
71475,Rank15,38418,Cabalist's Tome
11065,GrindTo10,41305,Nesting Roc
14806,GrindTo15,45338,Shadowblade
55933,GrindTo15,254,Innervate
417761,GrindTo15,180,Backstab
98491,GrindTo15,42670,Gnomeferatu
79003,Rank15,1362,Circle of Healing
326472,GrindTo15,42009,Free From Amber
35135,GrindToLegend,279,Holy Smite
56760,Rank15,545,Mind Blast
12957,GrindTo10,308,Gnomish Inventor
170569,GrindTo5,42743,Despicable Dreadlord
228031,GrindTo15,1117,SI:7 Agent
54029,GrindToLegend,95,Nourish
154582,GrindTo15,41245,Rockpool Hunter
48213,GrindTo15,420,Cairne Bloodhoof
99188,GrindTo10,40408,Kazakus
43590,GrindTo5,545,Mind Blast
154681,GrindTo10,40936,Pint-Size Potion
220486,Rank5,662,Frostbolt
260432,Rank15,39554,Netherspite Historian
212589,Rank15,405,Mana Wyrm
199732,GrindTo5,1363,Shadow Word: Death
204494,Rank15,43407,Explosive Runes
39555,Rank10,43369,Rhok'delar
16684,Rank10,41170,Binding Heal
115671,GrindTo10,42992,Spirit Lash
235806,Rank15,41169,Shadow Visions
12788,Legend,38418,Cabalist's Tome
43072,GrindTo15,45775,Unidentified Shield
102737,GrindToLegend,1090,Flame Imp
116857,GrindTo5,41111,Glacial Shard
50221,GrindToLegend,1659,Acolyte of Pain
127479,Legend,41169,Shadow Visions
81550,Rank10,943,Blessing of Kings
115778,GrindTo15,46499,Dragoncaller Alanna
195642,GrindToLegend,39941,Barnes
57840,GrindTo15,41935,Elise the Trailblazer
37214,Rank15,45833,Crystal Lion
139703,Rank10,42818,The Lich King
16683,GrindToLegend,233,Naturalize
132093,Rank15,42656,Spreading Plague
43528,Legend,45531,Elven Minstrel
13415,GrindTo15,42754,Frozen Clone
5753,GrindTo10,41926,Igneous Elemental
64413,Rank5,41878,Meteor
4096,GrindTo15,45342,Prince Valanar
232283,GrindTo10,974,Soulfire
50223,GrindTo5,39698,Swashburglar
31496,Rank15,39492,Cloaked Huntress
22451,Rank15,847,Truesilver Champion
48913,Rank10,42804,Shadow Essence
38446,GrindToLegend,41864,Spikeridged Steed
317145,GrindTo15,859,Twisting Nether
6652,GrindTo10,45519,Lesser Mithril Spellstone
18569,Rank10,41094,Living Mana
368608,GrindTo10,906,Acidic Swamp Ooze
12239,GrindTo15,1099,Mind Vision
60680,Legend,405,Mana Wyrm
193350,Rank10,748,Kirin Tor Mage
51868,GrindTo15,41945,Lightfused Stegodon
8650,GrindTo15,42328,Skelemancer
687,Rank15,41328,Giant Wasp
44699,GrindToLegend,40797,Jade Behemoth
14650,GrindTo10,38377,On the Hunt
31926,GrindTo10,38505,"Yogg-Saron, Hope's End"
126411,Legend,45899,Duskbreaker
4582,GrindTo5,45859,"Ixlid, Fungal Lord"
145073,GrindTo10,38825,Southsea Squidface
323837,GrindTo5,41139,Hydrologist
61616,Rank10,376,Inner Fire
239525,Rank5,1092,Mortal Coil
20711,GrindTo15,976,Murloc Tidehunter
11856,Rank5,42011,Hallucination
3693,GrindTo5,1007,Heroic Strike
28628,GrindTo10,45520,Cheat Death
512499,GrindTo5,43128,Dark Pact
16010,GrindTo15,46445,Seeping Oozeling
20092,GrindTo15,38263,Flamewreathed Faceless
128662,GrindTo5,41289,Spiritsinger Umbra
37653,GrindTo10,42766,Dead Man's Hand
5910,GrindToLegend,41081,Earthen Scales
26384,Legend,40437,Counterfeit Coin
180311,Rank5,41243,Stonehill Defender
143043,GrindTo5,461,Sap
2576,GrindTo15,40634,Small-Time Recruits
2838,Rank15,38569,Faceless Shambler
2840,GrindTo10,40991,Evolving Spores
81442,Rank5,77,Polymorph
58858,GrindToLegend,45590,Arcane Artificer
232,GrindTo15,45773,Runed Shield
13642,Rank10,46031,Drywhisker Armorer
15059,GrindTo10,42642,Howlfiend
2579,Rank15,43276,Greater Amethyst Spellstone
11135,Rank15,45759,Unidentified Elixir
4519,GrindTo15,45392,"Bolvar, Fireblood"
866,GrindTo10,855,Millhouse Manastorm
737,GrindToLegend,1656,The Black Knight
898,Rank5,41834,Envenom Weapon
25044,Rank5,45945,Greedy Sprite
11176,GrindToLegend,40297,Volcanic Potion
3251,GrindTo15,940,Cleave
19969,GrindTo10,38857,C'Thun
13486,GrindTo15,163,Sacrificial Pact
6120,Rank10,841,Holy Nova
2073,GrindTo15,41257,Thunder Lizard
1031,GrindTo5,38569,Faceless Shambler
3472,GrindToLegend,40636,Wickerflame Burnbristle
9347,Rank15,1651,Earthen Ring Farseer
1369,Rank15,38764,Darkshire Alchemist
1584,Rank15,1372,Molten Giant
23761,Rank10,41414,Sleep with the Fishes
5392,Rank10,41401,Iron Hide
1308,GrindToLegend,570,Tinkmaster Overspark
18508,Rank10,455,Snake Trap
1810,GrindTo15,41872,Bloodbloom
3177,Legend,40803,"Finja, the Flying Star"
1636,Rank5,43275,Amethyst Spellstone
838,GrindTo5,1019,Dread Infernal
1214,Rank10,42785,Shallow Gravedigger
602,GrindTo15,962,The Beast
7867,Rank10,45287,Silver Vanguard
9788,Rank5,648,Stonetusk Boar
840,GrindTo15,39822,Deadly Fork
1359,Rank10,1035,Ancient of War
910,GrindTo15,971,Frost Shock
1068,GrindTo15,149,Ancestral Healing
1993,GrindTo15,40608,Small-Time Buccaneer
2395,GrindTo15,42810,Animated Berserker
782,Rank15,42422,Rattling Rascal
1592,Rank15,43485,Green Jelly
9008,Rank15,41427,Fire Plume's Heart
927,Rank15,42825,Blackguard
4180,Rank10,38795,Doomcaller
9654,GrindTo5,763,Defender of Argus
353,GrindTo10,38739,Malkorok
3180,Rank10,791,Questing Adventurer
3583,GrindToLegend,43494,Sleepy Dragon
1556,Rank10,42469,Dark Conviction
1101,GrindTo15,42712,Bone Baron
1337,GrindTo10,43453,Scorp-o-matic
224,Rank15,493,Force of Nature
1675,Rank15,43523,Boisterous Bard
2077,GrindTo15,727,Hand of Protection
2156,GrindTo15,43517,Furbolg Mossbinder
479,GrindTo10,42775,Tuskarr Fisherman
17679,Rank15,401,Fiery War Axe
8826,GrindTo5,401,Fiery War Axe
38968,GrindTo5,38418,Cabalist's Tome
323883,GrindTo15,1662,Eaglehorn Bow
642075,GrindTo10,41496,Primordial Glyph
69587,GrindTo10,41690,Molten Reflection
191942,GrindTo15,1003,Houndmaster
310122,GrindTo15,40299,Kabal Lackey
95329,GrindTo15,42987,"Thrall, Deathseer"
320947,GrindTo15,42759,Ultimate Infestation
57174,GrindTo10,40953,Doppelgangster
7734,GrindTo15,45321,Sanguine Reveler
255899,GrindTo10,40596,Aya Blackpaw
146252,Rank15,41217,Vilespine Slayer
100604,Rank15,40889,Naga Corsair
230758,GrindTo10,306,Edwin VanCleef
64436,GrindTo15,39481,Kindly Grandmother
1071,GrindTo10,38918,Blood To Ichor
261672,GrindTo15,41176,Radiant Elemental
107527,GrindTo15,39350,Enchanted Raven
16284,Rank15,40541,Abyssal Enforcer
22617,GrindTo15,39034,Shifting Shade
9278,Rank5,254,Innervate
576439,GrindTo15,950,Hellfire
31989,GrindTo15,38547,Disciple of C'Thun
328128,GrindTo5,41169,Shadow Visions
86109,Rank10,1367,Shadow Word: Pain
114858,Rank15,581,Alexstrasza
24157,GrindTo15,366,Spellbender
123161,Rank15,43112,Psychic Scream
210911,Rank15,39767,Medivh's Valet
2823,Legend,41316,Golakka Crawler
156261,GrindTo5,43112,Psychic Scream
7567,GrindTo15,38749,Divine Strength
24524,Legend,1014,Wild Pyromancer
78022,Rank15,42598,Obsidian Statue
712767,GrindTo10,631,Doomguard
24151,Legend,932,Gadgetzan Auctioneer
233025,GrindToLegend,40373,Potion of Madness
133206,GrindTo10,141,Hunter's Mark
462256,GrindTo5,39767,Medivh's Valet
243620,GrindTo15,45930,Plated Beetle
257528,GrindToLegend,113,Counterspell
9467,Legend,40465,Patches the Pirate
23057,Rank15,834,Deathwing
35712,Rank15,415,Youthful Brewmaster
48531,Rank10,1093,Deadly Shot
22699,GrindTo15,42998,Forge of Souls
11995,Legend,41168,Open the Waygate
52698,GrindTo10,158,Secretkeeper
185599,GrindTo5,45531,Elven Minstrel
69081,Rank10,680,Southsea Captain
26630,GrindTo10,878,Dread Corsair
47339,GrindTo10,43025,Crypt Lord
65598,GrindToLegend,365,Shadowstep
75085,GrindTo5,45828,Oaken Summons
29371,GrindToLegend,724,Southsea Deckhand
18101,GrindToLegend,40397,Mark of the Lotus
148875,Rank5,41245,Rockpool Hunter
17693,GrindTo15,46258,Benevolent Djinn
71693,Legend,40531,Grimscale Chum
30240,GrindTo15,42658,Drain Soul
55710,GrindTo5,40529,Jade Claws
313295,GrindTo5,42009,Free From Amber
351037,GrindToLegend,40378,Drakonid Operative
389887,GrindTo10,42574,Shadow Ascendant
3613,GrindTo15,201,Defias Ringleader
198756,GrindToLegend,1087,Pyroblast
4759,Legend,41222,The Caverns Below
6342,Legend,415,Youthful Brewmaster
100203,Rank10,38227,Vilefin Inquisitor
11580,GrindTo15,42596,Acolyte of Agony
178213,Rank10,46460,Twilight Acolyte
381800,GrindTo15,46299,Skull of the Man'ari
42810,Rank15,46007,Drygulch Jailor
91768,GrindTo5,43483,Arcane Tyrant
36648,GrindToLegend,40527,Jade Spirit
8916,GrindTo10,1007,Heroic Strike
13812,Rank15,41099,Jungle Giants
227179,Rank10,42784,Skulking Geist
2572,GrindTo15,41913,The Voraxx
16339,Rank5,1074,Slam
53180,Rank5,40694,Devolve
4794,GrindTo5,1651,Earthen Ring Farseer
26767,Legend,581,Alexstrasza
27020,Rank15,1144,King Krush
9520,GrindTo10,46069,Guild Recruiter
1871,Rank10,289,Wolfrider
40397,Rank5,46499,Dragoncaller Alanna
16810,GrindToLegend,38266,Evolve
3694,Rank10,46296,Lesser Onyx Spellstone
9919,GrindTo10,43424,Deck of Wonders
5538,GrindTo15,46461,Void Ripper
220,Legend,41425,King Mosh
7304,GrindTo15,42565,Treachery
11113,Rank5,420,Cairne Bloodhoof
30200,GrindTo15,38868,Twilight Elder
14902,GrindTo5,163,Sacrificial Pact
79018,Rank5,42670,Gnomeferatu
21339,Rank5,41935,Elise the Trailblazer
22040,Rank15,41286,Charged Devilsaur
10548,Rank15,46557,Dragonhatcher
957,GrindTo15,40482,Hobart Grapplehammer
1508,Legend,43494,Sleepy Dragon
8345,GrindTo15,41524,Volatile Elemental
16738,Rank10,1171,Bloodlust
12661,Rank15,38859,Beckoner of Evil
7026,Rank5,45775,Unidentified Shield
3450,GrindTo15,960,Stormforged Axe
2303,GrindTo15,40745,Defias Cleaner
10802,GrindTo5,38882,Dark Arakkoa
5890,Rank15,45936,Kobold Illusionist
126997,Rank10,1158,Preparation
18138,Rank10,1008,Flametongue Totem
3501,GrindToLegend,596,Armorsmith
11283,GrindToLegend,42766,Dead Man's Hand
2745,GrindTo5,30,Thoughtsteal
397,GrindTo15,1133,Patient Assassin
2137,Rank15,994,Worgen Infiltrator
19783,GrindTo5,45535,Evasion
4330,Rank10,43127,Chillblade Champion
1225,Legend,46077,Woecleaver
1129,Rank15,38861,Blade of C'Thun
2127,GrindTo10,38770,DOOM!
5963,GrindTo10,630,Sprint
1445,GrindTo15,43289,Jasper Spellstone
12163,GrindTo5,41096,Bright-Eyed Scout
2438,Rank15,38922,Herald Volazj
3031,Rank15,41137,Ravasaur Runt
589,GrindTo15,232,Repentance
2230,Rank15,919,Drain Life
7670,GrindTo5,46557,Dragonhatcher
5304,GrindToLegend,336,Baron Geddon
1755,Rank10,40486,White Eyes
4122,Rank10,147,Shadowflame
1456,GrindTo10,41420,Molten Blade
132,GrindTo10,40641,Virmen Sensei
43858,Rank10,896,Flare
566,Rank15,39269,Menagerie Magician
14861,Rank10,40285,Jinyu Waterspeaker
1699,Rank15,40419,Call in the Finishers
870,GrindTo15,40952,Bomb Squad
4477,Rank10,46102,Corpsetaker
213,Rank10,391,Perdition's Blade
190,GrindTo10,38413,Forbidden Flame
3117,Rank10,41305,Nesting Roc
2997,Rank5,42791,Nerubian Unraveler
529,Rank10,715,Mana Wraith
9558,Rank5,41260,Fire Plume Phoenix
9923,Rank10,41331,"Kalimos, Primal Lord"
2988,Rank5,38263,Flamewreathed Faceless
520,Rank15,40281,Red Mana Wyrm
1530,Rank15,797,Lightwell
689,GrindTo5,43523,Boisterous Bard
23414,GrindToLegend,45539,Lynessa Sunsorrow
197,Rank10,40603,Wrathion
353,GrindTo10,38468,"Mukla, Tyrant of the Vale"
1338,GrindToLegend,818,Far Sight
220,Rank15,40401,Pilfered Power
3449,Rank10,46305,The Runespear
86525,GrindTo5,724,Southsea Deckhand
416954,GrindTo15,662,Frostbolt
1032,GrindTo15,525,Archmage
16251,Legend,587,Frost Nova
59481,GrindTo15,41353,Jeweled Macaw
111111,GrindTo15,699,Tundra Rhino
317515,GrindTo10,985,Dire Wolf Alpha
27427,GrindTo15,648,Stonetusk Boar
361382,GrindTo15,41243,Stonehill Defender
32363,GrindToLegend,40465,Patches the Pirate
29213,GrindTo5,43193,Simulacrum
285237,Rank15,192,Ice Block
75904,Legend,41496,Primordial Glyph
30354,GrindTo15,41890,Direhorn Hatchling
31573,GrindTo5,41690,Molten Reflection
102846,Rank5,43408,Shadowreaper Anduin
17380,GrindTo15,38734,Infested Wolf
164388,GrindTo15,41878,Meteor
15222,Rank15,43505,Bring It On!
558097,GrindTo10,748,Kirin Tor Mage
249455,GrindTo15,42743,Despicable Dreadlord
542115,GrindTo15,1092,Mortal Coil
168983,GrindTo5,48,Voidwalker
524754,Rank10,754,Spellbreaker
24965,GrindTo15,30,Thoughtsteal
248890,GrindTo5,40373,Potion of Madness
163522,GrindTo5,45340,Prince Keleseth
88130,Rank15,1243,Unleash the Hounds
663331,GrindTo10,42442,Cobalt Scalebane
67230,GrindTo15,45945,Greedy Sprite
488860,GrindTo10,43426,Aluneth
173598,GrindTo15,43483,Arcane Tyrant
60228,Rank15,40391,Crystalweaver
125217,GrindToLegend,38433,Shadow Word: Horror
91337,Rank5,1367,Shadow Word: Pain
534788,GrindTo10,42467,Righteous Protector
59584,Legend,43407,Explosive Runes
293546,Rank5,41153,Arcanologist
93858,Rank5,1047,Tracking
41754,Rank10,40455,Jade Lightning
222986,GrindTo10,1124,Wild Growth
48230,Legend,1363,Shadow Word: Death
4850,GrindToLegend,40696,Gadgetzan Ferryman
9349,Rank5,43463,Wax Elemental
51417,GrindTo10,45263,Sonya Shadowdancer
254346,Rank5,42784,Skulking Geist
134386,GrindTo10,904,Eviscerate
64060,Legend,1189,Silence
84378,GrindTo5,38318,Fandral Staghelm
38732,Rank15,46263,Val'anyr
40504,Legend,461,Sap
202199,GrindTo15,43237,Cavern Shinyfinder
156320,GrindTo5,365,Shadowstep
39211,Rank10,456,Captain Greenskin
19686,GrindToLegend,513,Mana Tide Totem
36323,Rank15,503,Power of the Wild
105825,GrindToLegend,42395,Saronite Chain Gang
198730,Rank10,41145,Sunkeeper Tarim
49623,GrindTo10,46450,Crushing Walls
9019,Rank15,445,Reckless Rocketeer
291909,GrindTo5,42574,Shadow Ascendant
36135,Rank10,39350,Enchanted Raven
58851,Rank5,476,Consecration
149717,GrindTo15,45341,Prince Taldaram
10614,Rank15,40905,"Shaku, the Collector"
52293,Rank5,268,Cold Blood
76376,Legend,41139,Hydrologist
720,GrindTo10,43282,Barkskin
32932,Rank10,609,Faerie Dragon
166800,GrindTo10,43392,Valeera the Hollow
216843,GrindTo5,40929,Kabal Songstealer
51800,Rank10,40393,Bloodfury Potion
36160,Legend,46551,Spiteful Summoner
248355,Rank10,43272,Lesser Amethyst Spellstone
61571,Rank10,1361,Divine Spirit
74266,Rank5,196,Vanish
137783,Legend,46056,Voidlord
100026,Legend,631,Doomguard
29393,Legend,1243,Unleash the Hounds
4470,GrindTo15,43275,Amethyst Spellstone
1406,Rank15,352,Doomhammer
17917,Rank5,1008,Flametongue Totem
14740,GrindTo5,38505,"Yogg-Saron, Hope's End"
17695,Legend,1142,Demonfire
11397,Legend,43288,Lesser Jasper Spellstone
6815,GrindTo15,41881,Tar Lord
5324,GrindTo10,43331,Lesser Sapphire Spellstone
24667,GrindToLegend,46103,Tainted Zealot
20579,GrindTo10,400,Battle Rage
95546,Rank5,43363,Lesser Emerald Spellstone
79255,GrindTo5,45269,Raven Familiar
14375,GrindTo15,41834,Envenom Weapon
1974,GrindTo15,1155,Raging Worgen
10904,GrindTo15,42822,Corpse Widow
5586,Rank15,1091,Misdirection
1171,Rank5,41218,"Sherazin, Corpse Flower"
86109,Rank5,39740,Malchezaar's Imp
16735,Rank10,39426,Arcane Giant
36379,GrindTo10,43423,Scourgelord Garrosh
21895,Rank10,890,Tirion Fordring
6097,Rank15,41208,Razorpetal Lasher
8584,GrindTo15,777,Lord Jaraxxus
3509,GrindToLegend,220,Shadow Madness
2255,GrindTo15,1174,Avenging Wrath
8850,GrindTo15,43474,Stoneskin Basilisk
4669,Rank15,40940,Kabal Trafficker
2482,GrindTo15,38429,Twilight Darkmender
8121,GrindTo15,205,Ironbark Protector
13635,Rank15,38758,"Ragnaros, Lightlord"
8746,Rank10,42998,Forge of Souls
2894,Rank5,46296,Lesser Onyx Spellstone
2407,GrindTo15,41885,"Hemet, Jungle Hunter"
12475,Rank5,42711,Bearshark
1209,GrindTo15,45,Tauren Warrior
936,GrindTo5,864,Lava Burst
735,Rank15,40381,Mana Geode
1245,Rank15,411,Nozdormu
168,GrindToLegend,41354,Tol'vir Warden
758,Legend,763,Defender of Argus
1769,Rank15,41120,Volcanosaur
28246,GrindTo5,1281,Scavenging Hyena
981,Rank15,447,Arcane Explosion
4113,GrindTo10,38725,Faceless Summoner
3701,Rank5,41366,Swamp King Dred
185,GrindTo5,538,Arathi Weaponsmith
474,GrindTo10,435,Holy Wrath
2111,GrindTo10,38621,Klaxxi Amber-Weaver
2074,GrindTo10,22,Inner Rage
269,Rank15,45778,Blessed Maul
495,Rank15,43269,Kobold Barbarian
1117,Rank5,289,Wolfrider
614,GrindTo15,43072,Moorabi
3454,GrindTo15,46286,Cataclysm
1661,GrindTo15,42748,Gnash
3717,Rank10,42565,Treachery
3428,GrindTo10,42469,Dark Conviction
2046,GrindTo10,886,Lightspawn
2581,GrindTo5,643,Sword of Justice
14633,GrindTo5,38943,"Deathwing, Dragonlord"
1270,Rank15,1026,Commanding Shout
2857,Rank15,854,Humility
289,Rank10,39700,Ethereal Peddler
