games_played_with_card_in_deck,rank_category,dbf_id,card_name
6761,Rank10,43469,Corrosive Sludge
1272,GrindTo10,38916,Addled Grizzly
3544,Rank15,41194,Tar Lurker
756,GrindToLegend,45780,Purifier's Maul
20085,Rank10,46067,Healing Rain
1448,GrindTo10,38434,Forbidden Shaping
2742,GrindTo5,43424,Deck of Wonders
2672,GrindTo10,41126,Dispatch Kodo
3422,GrindTo5,42563,Professor Putricide
13621,Rank5,43526,Violet Wurm
206,Rank15,40695,Shadow Sensei
386,Rank15,1653,Magma Rager
1038,Rank15,40741,Daring Reporter
220890,GrindToLegend,756,Equality
320,GrindTo5,1522,Blessed Champion
766,GrindTo10,903,Bestial Wrath
1291,Rank15,40973,Shellshifter
1094,Rank10,41407,Sudden Genesis
498968,GrindTo15,39715,Firelands Portal
94031,GrindTo10,39169,Babbling Book
64029,Rank15,41690,Molten Reflection
34799,GrindTo15,42011,Hallucination
310076,GrindTo15,613,Power Word: Shield
93270,GrindTo15,195,Mirror Entity
211112,GrindTo10,284,Novice Engineer
674292,GrindTo15,43415,Bloodreaver Gul'dan
17180,Rank15,42718,Ghastly Conjurer
18072,GrindTo15,511,Upgrade!
47465,GrindTo5,587,Frost Nova
24082,GrindTo5,42718,Ghastly Conjurer
139439,GrindTo5,40596,Aya Blackpaw
57826,Legend,1016,Coldlight Oracle
240959,Rank15,41323,Fire Fly
106053,GrindTo10,1261,Savannah Highmane
153984,Rank15,40596,Aya Blackpaw
194407,Rank15,41567,Dirty Rat
336597,GrindTo15,40583,Kabal Crystal Runner
73282,Rank15,41358,Crackling Razormaw
175511,GrindTo15,43398,Deathstalker Rexxar
64211,GrindTo10,40416,Kun the Forgotten King
35150,Rank5,38718,Mire Keeper
226276,GrindTo10,724,Southsea Deckhand
4672,Rank15,38734,Infested Wolf
88113,GrindTo10,9,Prophet Velen
211696,GrindTo10,1186,Ysera
20660,Rank10,237,Auchenai Soulpriest
572767,GrindTo15,42471,Defile
125441,GrindTo15,1366,Mass Dispel
33248,Rank10,39442,Priest of the Feast
131990,Legend,1650,Northshire Cleric
70095,GrindTo5,1362,Circle of Healing
191241,GrindTo5,1189,Silence
181570,Rank15,41177,Curious Glimmerroot
36133,GrindTo15,43414,Lesser Ruby Spellstone
146843,Rank15,296,Kill Command
61767,GrindTo5,42992,Spirit Lash
192008,GrindTo10,43357,Flanking Strike
30315,Rank5,680,Southsea Captain
518896,GrindTo10,43515,Corridor Creeper
948445,GrindTo10,43122,Kobold Librarian
109136,Rank15,48,Voidwalker
74640,Rank15,41111,Glacial Shard
62568,GrindToLegend,1014,Wild Pyromancer
54378,GrindToLegend,932,Gadgetzan Auctioneer
81871,Rank5,45537,Candleshot
84306,Rank5,585,Explosive Trap
95396,GrindTo10,573,Shiv
549921,GrindTo10,43384,Call to Arms
57979,Rank15,40409,Potion of Polymorph
110793,GrindTo15,43228,Fal'dorei Strider
56787,Rank10,519,Freezing Trap
94803,Rank15,45828,Oaken Summons
30933,Rank10,41929,Primordial Drake
1575,Legend,997,Bloodsail Corsair
7499,Rank10,467,Moonfire
72485,Rank10,1124,Wild Growth
10487,Legend,621,Ice Barrier
344938,GrindTo10,365,Shadowstep
487677,GrindTo10,679,Divine Favor
64362,Rank15,43121,Vulgar Homunculus
15019,GrindToLegend,42773,Acherus Veteran
131650,Rank10,45782,Unidentified Maul
182839,Rank10,38745,Rallying Blade
90714,GrindTo10,40397,Mark of the Lotus
278574,GrindTo5,906,Acidic Swamp Ooze
124687,Rank5,41323,Fire Fly
93117,Rank15,41265,Gentle Megasaur
9271,GrindTo5,38439,Embrace the Shadow
9037,GrindToLegend,41130,Dinosize
273404,GrindToLegend,40531,Grimscale Chum
572,GrindTo5,41107,Fire Plume Harbinger
21135,Rank15,158,Secretkeeper
127519,Rank10,46032,Grand Archivist
43830,GrindTo10,38727,Call of the Wild
172199,Rank10,8,Mind Control
157599,Rank15,42574,Shadow Ascendant
40469,GrindTo15,1144,King Krush
112368,Rank5,296,Kill Command
25501,Rank15,739,Bluegill Warrior
50131,Rank10,42597,Eternal Servitude
122823,Rank5,1158,Preparation
103991,Rank10,1063,Murloc Warleader
62943,Rank10,1064,Blade Flurry
5911,Rank10,38914,N'Zoth's First Mate
103156,Legend,1037,Twilight Drake
12284,GrindTo5,42439,Bone Drake
20369,Rank10,38267,Thing from Below
8032,Legend,45828,Oaken Summons
43520,GrindTo5,158,Secretkeeper
1682,Rank15,38918,Blood To Ichor
49395,Legend,41567,Dirty Rat
68539,GrindTo5,42665,Leeching Poison
25669,Rank15,41173,Crystalline Oracle
39120,Rank10,443,Hungry Crab
12215,GrindTo15,45366,Arfus
16666,Rank5,46303,Unstable Evolution
17986,Rank5,1171,Bloodlust
10902,GrindTo10,692,Druid of the Claw
25545,Rank10,1023,Shield Block
79778,Rank10,43392,Valeera the Hollow
22140,Rank5,40285,Jinyu Waterspeaker
18000,Legend,40694,Devolve
17581,Legend,40529,Jade Claws
1592,Rank15,1135,Lorewalker Cho
32660,GrindTo10,45995,"Grumble, Worldshaker"
9881,GrindTo5,38857,C'Thun
10484,GrindTo10,41401,Iron Hide
17001,Legend,1004,Flamestrike
3285,GrindTo5,46069,Guild Recruiter
50236,Rank5,801,Crazed Alchemist
1017,Rank10,46544,Temporus
21448,Rank15,43506,Sindragosa
972,GrindTo10,40494,Big-Time Racketeer
4251,GrindTo15,512,Frost Elemental
366,GrindTo10,287,Kidnapper
903,GrindTo10,38900,Cult Sorcerer
27040,Rank10,785,Execute
530,GrindTo15,493,Force of Nature
9345,GrindTo15,43485,Green Jelly
3871,Legend,45535,Evasion
3132,GrindToLegend,46077,Woecleaver
23835,GrindTo10,45353,Twilight's Call
16848,Rank15,763,Defender of Argus
16849,Rank5,629,Lightning Storm
399,Rank5,41499,Unite the Murlocs
2661,Rank10,404,Ancestral Spirit
7893,Legend,75,Brawl
3825,Rank10,43304,Astral Tiger
136,GrindTo5,38468,"Mukla, Tyrant of the Vale"
2281,Rank15,205,Ironbark Protector
4659,GrindToLegend,41222,The Caverns Below
7930,GrindTo10,40698,Jade Shuriken
2404,Rank10,41873,Lakkari Felhound
2264,Rank15,68,Stranglethorn Tiger
102,GrindTo5,43465,Ebon Dragonsmith
541,GrindTo10,40324,Freezing Potion
2487,Rank15,311,Gladiator's Longbow
2735,Rank15,41420,Molten Blade
7854,Rank10,1365,Holy Fire
7917,Rank10,42707,Stitched Tracker
3560,GrindTo5,281,Argent Commander
2295,Rank10,594,Lay on Hands
985,GrindTo15,42462,Arrogant Crusader
4869,Rank15,755,Blood Knight
3956,GrindTo15,994,Worgen Infiltrator
810,Rank10,23,Bane of Doom
2421,GrindTo5,38578,Shadow Strike
101,GrindTo10,41076,Pterrordax Hatchling
4507,Rank5,45309,Drakkari Enchanter
1212,GrindTo10,1147,Nat Pagle
22327,GrindTo5,43506,Sindragosa
5961,Rank10,38863,C'Thun's Chosen
12310,Rank5,699,Tundra Rhino
1120,GrindTo15,42440,Sunborne Val'kyr
875,Rank15,38456,Spreading Madness
56221,Rank10,41859,Vinecleaver
21833,Rank10,40422,Jade Chieftain
419,GrindTo10,41315,Ultrasaur
2995,GrindTo10,38909,Giant Sand Worm
183,GrindTo5,38265,Eternal Sentinel
1549,GrindTo10,42783,Happy Ghoul
244,Rank15,41841,Madam Goya
610,Rank15,191,Murloc Raider
774,Rank10,39696,Menagerie Warden
812,GrindTo10,982,Corruption
910,Rank10,41400,Explore Un'Goro
904,GrindTo10,41116,Stone Sentinel
453,GrindTo10,38526,Psych-o-Tron
902,GrindToLegend,30,Thoughtsteal
126,Rank15,157,Lord of the Arena
611,Rank15,299,Forked Lightning
1910,GrindTo5,292,Multi-Shot
203668,GrindToLegend,46007,Drygulch Jailor
2437,Rank5,692,Druid of the Claw
5882,Legend,739,Bluegill Warrior
671,GrindToLegend,45392,"Bolvar, Fireblood"
18486,Legend,43121,Vulgar Homunculus
2986,GrindToLegend,814,Snipe
123,GrindTo5,40568,Grimy Gadgeteer
956,Rank5,41126,Dispatch Kodo
1776,GrindTo5,38403,"Xaril, Poisoned Mind"
432,GrindTo5,42777,Fallen Sun Cleric
20257,Rank5,46088,Rummaging Kobold
278,GrindTo5,635,Sen'jin Shieldmasta
1267,GrindTo5,1035,Ancient of War
1544,Rank5,594,Lay on Hands
409,GrindToLegend,40701,Inkmaster Solia
6007,Legend,46303,Unstable Evolution
1962,GrindTo5,39008,Master of Evolution
3156,Legend,38758,"Ragnaros, Lightlord"
730,Rank10,40745,Defias Cleaner
410,GrindTo5,41357,Raptor Hatchling
194,Rank15,582,Darkscale Healer
940,GrindTo5,41242,Giant Mastodon
273,GrindTo10,922,Goldshire Footman
289,Rank10,40474,Grimestreet Informant
5755,Legend,158,Secretkeeper
265,Rank10,40700,Spiked Hogrider
399,Rank15,42648,Toxic Arrow
820,Legend,41208,Razorpetal Lasher
272,Rank5,38916,Addled Grizzly
133,Rank5,903,Bestial Wrath
301,GrindTo10,41360,Stampede
159,GrindTo10,926,Imp Master
203,GrindToLegend,783,Pit Lord
156,GrindTo5,40493,Blowgill Sniper
362,GrindToLegend,1019,Dread Infernal
109,Rank10,40438,Brass Knuckles
139,Legend,46087,Fungal Enchanter
368,Rank10,40295,Grimestreet Protector
509,Rank10,40955,Mayor Noggenfogger
180,Rank10,39207,Pantry Spider
289,GrindTo10,38475,Shifter Zerus
1944,Legend,596,Armorsmith
483,GrindToLegend,242,Abusive Sergeant
1655,Legend,1655,Lightwarden
129,Legend,41868,The Last Kaleidosaur
219,Legend,854,Humility
190,Legend,352,Doomhammer
161,Rank5,40951,Grook Fu Master
263,Legend,147,Shadowflame
375,Legend,1091,Misdirection
247,Rank10,38961,Polluted Hoarder
118,Legend,38456,Spreading Madness
2911,GrindTo15,658,Leper Gnome
11515,GrindTo15,41194,Tar Lurker
473508,GrindTo15,41323,Fire Fly
100049,GrindTo5,284,Novice Engineer
58269,GrindTo15,41159,Volcano
439792,GrindTo5,192,Ice Block
401950,GrindTo15,39554,Netherspite Historian
64256,GrindTo15,1171,Bloodlust
196781,Rank10,138,Doomsayer
204382,Rank15,749,Bloodmage Thalnos
134729,GrindTo5,40936,Pint-Size Potion
19777,GrindTo15,38738,Bloodhoof Brave
263844,GrindTo15,42656,Spreading Plague
25447,GrindTo15,43127,Chillblade Champion
109396,GrindTo15,38718,Mire Keeper
165414,GrindTo5,974,Soulfire
21084,GrindToLegend,41168,Open the Waygate
15971,Rank15,338,Grommash Hellscream
8750,GrindTo5,38530,Ravaging Ghoul
41314,Rank15,1281,Scavenging Hyena
21963,GrindTo15,41331,"Kalimos, Primal Lord"
91190,Rank15,39698,Swashburglar
211408,GrindTo10,40523,Jade Blossom
21407,Rank15,38530,Ravaging Ghoul
9341,Rank15,40697,Jade Swarmer
197306,GrindTo15,45537,Candleshot
12032,Legend,42992,Spirit Lash
467369,GrindTo5,315,Fireball
175904,GrindTo15,585,Explosive Trap
19432,Rank10,40323,Raza the Chained
265947,GrindToLegend,39767,Medivh's Valet
160634,GrindTo5,1186,Ysera
238284,GrindTo10,1090,Flame Imp
110251,Rank10,40938,Dragonfire Potion
81249,Rank10,41176,Radiant Elemental
145959,Rank5,42818,The Lich King
127347,GrindTo10,46307,Lesser Diamond Spellstone
534603,GrindTo10,40299,Kabal Lackey
115898,GrindTo10,45877,Level Up!
53381,GrindTo15,45833,Crystal Lion
7471,Rank15,41926,Igneous Elemental
99970,GrindTo5,42804,Shadow Essence
207059,GrindTo10,43359,Wandering Monster
109157,Rank10,1662,Eaglehorn Bow
75576,Rank10,39160,Cat Trick
93154,Rank10,42759,Ultimate Infestation
101287,Rank5,943,Blessing of Kings
11852,GrindToLegend,41316,Golakka Crawler
150286,Rank5,985,Dire Wolf Alpha
57007,Rank15,476,Consecration
89724,Rank15,38318,Fandral Staghelm
61047,GrindTo15,46303,Unstable Evolution
48539,Rank10,45707,Dire Mole
22610,GrindTo5,45263,Sonya Shadowdancer
3916,Legend,39698,Swashburglar
460726,GrindToLegend,1073,Knife Juggler
207599,Rank5,113,Counterspell
131983,GrindTo10,41859,Vinecleaver
161456,GrindToLegend,42009,Free From Amber
34977,GrindToLegend,40529,Jade Claws
17161,GrindTo15,40285,Jinyu Waterspeaker
543262,GrindTo15,43128,Dark Pact
9213,GrindTo5,336,Baron Geddon
3872,Rank10,45835,Grizzled Guardian
273209,Rank5,40378,Drakonid Operative
23839,Legend,41111,Glacial Shard
8556,GrindToLegend,40803,"Finja, the Flying Star"
70854,Rank10,64,Swipe
11961,Rank15,45859,"Ixlid, Fungal Lord"
264982,Rank5,679,Divine Favor
27617,GrindTo15,41154,Steam Surger
88091,GrindTo10,41864,Spikeridged Steed
86147,Rank10,667,Fan of Knives
337970,GrindTo5,1087,Pyroblast
4450,GrindTo15,42824,Desperate Stand
15737,Rank15,45594,Cursed Disciple
252900,Rank10,950,Hellfire
6876,GrindTo15,46087,Fungal Enchanter
5034,Rank15,505,Lightning Bolt
63296,Rank5,459,Deadly Poison
2992,Rank15,864,Lava Burst
29317,Legend,41289,Spiritsinger Umbra
5856,Legend,38439,Embrace the Shadow
52724,Rank5,40527,Jade Spirit
19234,GrindTo5,42766,Dead Man's Hand
28497,GrindTo5,45539,Lynessa Sunsorrow
2185,GrindTo15,43290,Greater Jasper Spellstone
3587,GrindTo15,41368,The Marsh Queen
3304,GrindTo15,41249,Eggnapper
8036,GrindTo15,46305,The Runespear
34643,GrindTo15,622,Stormwind Knight
4718,GrindToLegend,40541,Abyssal Enforcer
17545,GrindTo15,46102,Corpsetaker
1304,Rank10,1657,Big Game Hunter
19683,Rank5,38266,Evolve
65244,Legend,906,Acidic Swamp Ooze
4020,GrindTo5,692,Druid of the Claw
17145,Rank10,469,Blood Imp
15026,GrindTo15,41478,Primalfin Lookout
33708,Rank15,801,Crazed Alchemist
39513,GrindTo10,40422,Jade Chieftain
8883,GrindTo15,42566,Devour Mind
20783,GrindTo10,42707,Stitched Tracker
8022,Rank15,41944,Adaptation
13242,GrindToLegend,75,Brawl
13790,GrindTo10,46058,Gather Your Party
7546,GrindTo5,338,Grommash Hellscream
2351,GrindTo15,411,Nozdormu
10301,GrindTo10,914,Shadow Bolt
36221,Rank15,42766,Dead Man's Hand
3255,GrindTo15,45329,Bloodworm
5726,Rank10,38488,Twin Emperor Vek'lor
7793,GrindTo10,38334,Feral Rage
1818,Legend,878,Dread Corsair
623,Legend,1007,Heroic Strike
2599,GrindTo15,42825,Blackguard
6811,Rank15,38439,Embrace the Shadow
5497,Rank15,39840,Prince Malchezaar
14480,Rank5,46031,Drywhisker Armorer
620,GrindTo5,39840,Prince Malchezaar
98758,GrindTo10,45265,Fungalmancer
966,GrindTo5,43507,Hoarding Dragon
981,Rank15,42819,Runeforge Haunter
18144,GrindTo5,43423,Scourgelord Garrosh
1052,GrindTo15,995,Ogre Magi
306,GrindTo10,45308,Embrace Darkness
4560,GrindTo15,1655,Lightwarden
5048,GrindTo10,46461,Void Ripper
33691,GrindToLegend,43406,Uther of the Ebon Blade
3972,Rank5,41401,Iron Hide
6079,Rank15,292,Multi-Shot
1046,Rank5,564,Arcane Missiles
14474,Rank10,1167,Aldor Peacekeeper
1001,Rank15,40493,Blowgill Sniper
1992,Rank15,41521,Tidal Surge
1877,GrindTo10,43329,Kobold Hermit
17106,GrindToLegend,1144,King Krush
2145,Rank10,45979,Psionic Probe
7483,Rank10,38868,Twilight Elder
5824,GrindToLegend,41410,Servant of Kalimos
10381,GrindTo5,43505,Bring It On!
2968,Rank15,39716,Silvermoon Portal
3880,Rank15,42391,Unwilling Sacrifice
1190,GrindTo5,238,Feral Spirit
1460,Rank10,38749,Divine Strength
1919,Legend,38857,C'Thun
1412,Rank15,42836,Coldwraith
13274,Rank10,39481,Kindly Grandmother
1416,Rank15,40684,Trogg Beastrager
202,Rank10,40608,Small-Time Buccaneer
2920,Rank15,891,Sunfury Protector
5983,Rank15,42630,Rotface
1260,Rank15,45905,Primal Talismans
617,Rank15,39046,"Nat, the Darkfisher"
2890,Rank15,41856,Lakkari Sacrifice
5402,Rank15,45529,Sudden Betrayal
3412,Rank15,43245,Abominable Bowman
431,GrindTo10,40607,"Genzo, the Shark"
2666,Rank10,41158,Mana Bind
11342,Rank10,510,Grimscale Oracle
698,Rank15,40587,Getaway Kodo
1736,GrindTo5,38774,Possessed Villager
3174,GrindTo5,41873,Lakkari Felhound
1731,GrindTo10,1084,Mirror Image
113,GrindTo15,45756,Elixir of Shadows
247,GrindToLegend,43523,Boisterous Bard
31217,Rank5,40422,Jade Chieftain
204074,GrindToLegend,45833,Crystal Lion
3900,Rank10,41304,Terrorscale Stalker
936,Rank15,39033,Hooded Acolyte
2935,GrindToLegend,43276,Greater Amethyst Spellstone
4213,GrindTo5,43439,Hadronox
2019,Rank15,43493,Sneaky Devil
960,GrindTo15,979,Demolisher
252,Rank15,41216,Biteweed
640,GrindTo10,38985,Carrion Grub
1521,Rank10,43358,Cave Hydra
151,GrindToLegend,994,Worgen Infiltrator
6785,GrindTo5,41259,Devilsaur Egg
884,GrindTo10,960,Stormforged Axe
2344,Rank10,43028,Plague Scientist
375,Rank15,42676,Cryostasis
1875,GrindTo5,41875,Chittering Tunneler
1252,Rank10,42328,Skelemancer
500,Rank10,774,Unbound Elemental
468,Rank15,40678,Knuckles
4047,GrindTo10,40428,Rat Pack
16864,GrindToLegend,436,Malygos
888,GrindTo15,42649,Webweave
3280,Rank5,40574,Alley Armorsmith
3273,GrindTo5,41158,Mana Bind
5359,GrindToLegend,45759,Unidentified Elixir
479,Rank10,41872,Bloodbloom
527,GrindTo10,40423,Finders Keepers
2502,GrindTo5,43051,Meat Wagon
2112,Rank10,42615,Fatespinner
381,Rank10,556,Illidan Stormrage
222,Rank5,42327,Phantom Freebooter
2080,Rank15,42394,Deathspeaker
3981,Rank5,43469,Corrosive Sludge
276,Rank10,149,Ancestral Healing
3765,GrindTo5,39439,Ivory Knight
21963,Legend,42804,Shadow Essence
749,Rank5,43329,Kobold Hermit
19131,Legend,476,Consecration
146,GrindTo5,40587,Getaway Kodo
202,Rank5,830,Totemic Might
436,Rank10,285,Cruel Taskmaster
941,GrindToLegend,43414,Lesser Ruby Spellstone
856,GrindToLegend,804,Mortal Strike
644,GrindToLegend,40935,Manic Soulcaster
1383,GrindToLegend,41427,Fire Plume's Heart
219,GrindTo10,61,Spiteful Smith
710,GrindTo5,43493,Sneaky Devil
1657,GrindToLegend,1651,Earthen Ring Farseer
295,Rank5,517,Felguard
8886,GrindToLegend,43486,Dragonslayer
1296,GrindToLegend,46445,Seeping Oozeling
2612,Legend,1281,Scavenging Hyena
604,GrindToLegend,38764,Darkshire Alchemist
2551,Rank5,43304,Astral Tiger
874,GrindTo5,1084,Mirror Image
2650,Legend,38530,Ravaging Ghoul
1196,Legend,40905,"Shaku, the Collector"
294,GrindTo10,45307,Necrotic Geist
689,GrindToLegend,40469,Grimestreet Enforcer
454,Rank5,250,Hammer of Wrath
273,Rank10,38724,Stormcrack
484,Legend,505,Lightning Bolt
521,GrindTo10,40289,Kooky Chemist
347,GrindToLegend,38784,Infested Tauren
2297,Legend,45594,Cursed Disciple
5944,Legend,43505,Bring It On!
202,GrindTo5,41253,Frozen Crusher
207,Rank10,727,Hand of Protection
1733,Legend,41944,Adaptation
188,GrindTo5,39453,Moroes
104,Rank10,971,Frost Shock
295,Rank10,45377,Hyldnir Frostrider
140,GrindTo5,41404,Ornery Direhorn
182,GrindTo5,40289,Kooky Chemist
247,Legend,41856,Lakkari Sacrifice
394,Legend,445,Reckless Rocketeer
415,Legend,38740,Selfless Hero
132,Rank5,42438,Grim Necromancer
388,GrindToLegend,1372,Molten Giant
201,GrindToLegend,46286,Cataclysm
1498,Legend,40957,Blastcrystal Potion
113,Legend,39840,Prince Malchezaar
149,Rank10,178,Windspeaker
107,Rank15,39041,Cyclopian Horror
152,Legend,38848,Blood Warriors
134,Legend,41926,Igneous Elemental
364,Legend,40324,Freezing Potion
109,Rank10,962,The Beast
1211,Legend,39215,Arcane Anomaly
274,Legend,45529,Sudden Betrayal
253,Legend,42394,Deathspeaker
321,Legend,42630,Rotface
172,Legend,42391,Unwilling Sacrifice
313,Rank5,40569,Grimestreet Pawnbroker
189,GrindTo5,383,Light's Justice
111,Legend,42836,Coldwraith
259,Rank5,774,Unbound Elemental
6374,Rank5,290,Ironbeak Owl
556,GrindTo10,90,Chillwind Yeti
4803,Rank10,42633,Archbishop Benedictus
2303,GrindTo5,1657,Big Game Hunter
924,Rank10,32,Al'Akir the Windlord
3562,GrindTo10,286,Vaporize
207,GrindTo15,38464,Cho'gall
303,Rank10,38532,Tentacle of N'Zoth
888,Rank5,394,Explosive Shot
983,GrindToLegend,40697,Jade Swarmer
1437,GrindTo5,45979,Psionic Probe
261,Rank10,45779,Champion's Maul
9867,GrindToLegend,38439,Embrace the Shadow
18336,GrindTo5,39380,Silverware Golem
1204,Rank15,38414,Servant of Yogg-Saron
560,GrindTo5,45342,Prince Valanar
269,Rank10,41262,Giant Anaconda
436,GrindTo5,40634,Small-Time Recruits
740,GrindTo5,38922,Herald Volazj
279,GrindTo15,175,Dalaran Mage
4963,GrindToLegend,38530,Ravaging Ghoul
1176,Rank10,282,Betrayal
638,Rank10,40971,Verdant Longneck
2270,GrindToLegend,45594,Cursed Disciple
236,Rank5,345,Assassinate
287,Rank5,38270,Hammer of Twilight
784,Rank5,42596,Acolyte of Agony
169,GrindTo5,584,Noble Sacrifice
2132,Rank5,42615,Fatespinner
311,Legend,38722,Hallazeal the Ascended
718,GrindToLegend,505,Lightning Bolt
432,GrindToLegend,864,Lava Burst
1529,GrindToLegend,45859,"Ixlid, Fungal Lord"
1123,Rank10,42824,Desperate Stand
1907,GrindToLegend,38740,Selfless Hero
905,Rank5,39433,Runic Egg
224,GrindTo10,179,Wisp
1979,Legend,41871,Corrupting Mist
164,GrindTo10,46308,Diamond Spellstone
352,GrindTo10,38913,A Light in the Darkness
793,GrindToLegend,39215,Arcane Anomaly
1424,Rank10,46079,Kobold Monk
487,GrindTo10,42781,Tomb Lurker
385,GrindTo10,921,Jungle Panther
313,Rank5,797,Lightwell
127,GrindTo5,38861,Blade of C'Thun
2225,Rank5,39034,Shifting Shade
181,GrindTo5,38414,Servant of Yogg-Saron
11283,Legend,46432,Murmuring Elemental
2470,Rank5,41304,Terrorscale Stalker
3433,Legend,40297,Volcanic Potion
213,GrindToLegend,41856,Lakkari Sacrifice
688,Legend,570,Tinkmaster Overspark
51094,Legend,272,Cabal Shadow Priest
2469,GrindToLegend,41944,Adaptation
1127,Rank5,43420,Shifting Scroll
527,Rank5,41400,Explore Un'Goro
1421,Legend,46026,Reckless Flurry
429,GrindTo10,38910,Princess Huhuran
554,GrindToLegend,42630,Rotface
1432,Rank10,43474,Stoneskin Basilisk
111,Legend,40423,Finders Keepers
229,Rank15,45307,Necrotic Geist
219,Rank5,40700,Spiked Hogrider
522,Legend,43439,Hadronox
491,Rank10,1109,Injured Blademaster
521,GrindTo5,381,Soul of the Forest
2205,Legend,40496,Kabal Courier
959,GrindToLegend,38738,Bloodhoof Brave
908,Rank5,45377,Hyldnir Frostrider
1168,Legend,41130,Dinosize
1088,Legend,40636,Wickerflame Burnbristle
229,Rank5,40955,Mayor Noggenfogger
185,Rank5,640,Hogger
407,GrindToLegend,42391,Unwilling Sacrifice
175,Legend,40428,Rat Pack
209,GrindToLegend,43507,Hoarding Dragon
107,GrindToLegend,43245,Abominable Bowman
163,Rank5,556,Illidan Stormrage
113,Legend,41866,Primalfin Champion
177,Rank10,1658,Alarm-o-Bot
101,GrindToLegend,46101,Keening Banshee
281,Legend,39439,Ivory Knight
817,Legend,41318,Stubborn Gastropod
174,Rank5,40438,Brass Knuckles
169,GrindToLegend,39840,Prince Malchezaar
114,GrindToLegend,38463,Anomalus
205,GrindTo5,40411,Greater Arcane Missiles
178,Legend,42763,Ice Fishing
234,Legend,1084,Mirror Image
123,Legend,38334,Feral Rage
4364,GrindTo10,38833,Twilight Summoner
1453,Rank10,1099,Mind Vision
237,Rank15,1368,Shadowform
2106,GrindTo10,41354,Tol'vir Warden
10006,GrindTo5,43494,Sleepy Dragon
4594,Rank10,976,Murloc Tidehunter
1746,GrindTo15,43345,Sewer Crawler
452,GrindTo10,40281,Red Mana Wyrm
108186,GrindToLegend,40409,Potion of Polymorph
13345,GrindToLegend,43506,Sindragosa
1996,Rank15,41407,Sudden Genesis
300,Rank15,42445,Night Howler
223,GrindTo15,424,Priestess of Elune
804,Rank15,40914,Friendly Bartender
323,Rank5,285,Cruel Taskmaster
986,Rank10,86,Starfall
3425,Rank5,42565,Treachery
172,Rank15,40294,Blubber Baron
496,Rank15,38426,Power Word: Tentacles
565,Rank15,41253,Frozen Crusher
3720,Rank5,1737,Ethereal Arcanist
149,Rank5,38961,Polluted Hoarder
