player_class,card_name,dbfid,times_played,wins
PALADIN,Beckoner of Evil,38859,1367,534
HUNTER,Giant Mastodon,41242,1366,387
SHAMAN,Gluttonous Ooze,41683,1366,557
PALADIN,The Voraxx,41913,1365,618
HUNTER,Thunder Lizard,41257,1359,482
MAGE,Barnes,39941,1357,486
WARRIOR,Crazed Worshipper,38958,1356,555
MAGE,Mortal Coil,1092,1353,613
ROGUE,Mind Spike,1622,1353,574
HUNTER,Reckless Rocketeer,445,1352,584
PRIEST,Void Ripper,46461,1350,672
DRUID,Gnash,42748,1350,463
PRIEST,"Yogg-Saron, Hope's End",38505,1347,370
WARLOCK,Dragonslayer,43486,1343,653
HUNTER,Young Dragonhawk,641,1343,486
PRIEST,Frostwolf Grunt,41,1342,292
SHAMAN,Chillwind Yeti,90,1340,365
PRIEST,Unleash the Hounds,1243,1340,624
HUNTER,Bananas,1694,1337,577
PRIEST,Maelstrom Portal,39712,1336,746
PALADIN,Holy Wrath,435,1329,477
DRUID,Murloc Tidecaller,475,1327,628
SHAMAN,Searing Totem,537,1325,623
PALADIN,Trogg Gloomeater,45837,1324,456
MAGE,Avian Watcher,39489,1324,622
HUNTER,Leper Gnome,658,1322,432
WARLOCK,Pit Lord,783,1320,576
MAGE,Anti-Magic Shell,45387,1320,861
SHAMAN,"Finja, the Flying Star",40803,1319,488
HUNTER,Skulking Geist,42784,1317,617
SHAMAN,Big-Time Racketeer,40494,1316,542
PALADIN,Greater Pearl Spellstone,43380,1316,540
SHAMAN,Rattling Rascal,42422,1313,593
HUNTER,Dread Corsair,878,1313,513
WARLOCK,River Crocolisk,1369,1311,245
HUNTER,"N'Zoth, the Corruptor",38496,1311,563
SHAMAN,Finders Keepers,40423,1308,485
PRIEST,Counterfeit Coin,40437,1303,558
WARLOCK,Dream,808,1300,723
WARRIOR,Captain Greenskin,456,1299,625
PRIEST,Swashburglar,39698,1297,642
PALADIN,Murloc Raider,191,1294,415
MAGE,Mind Spike,1622,1293,575
PALADIN,Defender,102,1290,504
PALADIN,Twilight Drake,1037,1290,568
PRIEST,Uther of the Ebon Blade,43406,1289,795
HUNTER,Raid Leader,1401,1287,378
ROGUE,Thistle Tea,38395,1287,397
PRIEST,Aluneth,43426,1284,740
DRUID,Stubborn Gastropod,41318,1281,445
MAGE,Mountain Giant,993,1280,608
WARLOCK,Crazed Alchemist,801,1279,594
SHAMAN,Windspeaker,178,1279,438
PALADIN,Grimestreet Smuggler,40743,1272,511
WARLOCK,Fallen Sun Cleric,42777,1271,445
WARRIOR,Alexstrasza,581,1268,640
MAGE,Kobold Librarian,43122,1264,570
WARRIOR,Cairne Bloodhoof,420,1263,576
PRIEST,Ironwood Golem,43284,1263,561
MAGE,Nightblade,670,1262,389
WARRIOR,Psych-o-Tron,38526,1262,536
WARRIOR,Bonemare,42790,1259,515
HUNTER,Grand Archivist,46032,1256,605
PALADIN,Frostmourne,43012,1254,712
SHAMAN,Beckoner of Evil,38859,1249,392
DRUID,Giant Anaconda,41262,1249,607
WARRIOR,Abomination,440,1249,457
MAGE,Doomed Apprentice,42756,1248,522
MAGE,Sunwalker,759,1247,480
PRIEST,Servant of Kalimos,41410,1247,526
WARRIOR,Hungry Ettin,46082,1246,493
PRIEST,Bittertide Hydra,41263,1246,665
PALADIN,Obliterate,43120,1239,618
PALADIN,Lord of the Arena,157,1238,325
PRIEST,Charged Devilsaur,41286,1236,629
PRIEST,Second-Rate Bruiser,40906,1236,499
MAGE,Jade Idol,40372,1235,583
HUNTER,Bloodworm,45329,1234,375
ROGUE,Mirror Image,1084,1233,477
PALADIN,Deadscale Knight,42663,1232,413
WARRIOR,Commanding Shout,1026,1230,377
PRIEST,Mark of the Lotus,40397,1229,814
HUNTER,Sen'jin Shieldmasta,635,1218,350
MAGE,Molten Giant,1372,1216,580
PALADIN,Fire Plume Phoenix,41260,1214,492
WARLOCK,Laughing Sister,340,1214,554
ROGUE,Gnomish Inventor,308,1214,410
PALADIN,Wolfrider,289,1213,518
ROGUE,Violet Illusionist,39313,1212,532
PRIEST,Flare,896,1206,857
MAGE,Faceless Manipulator,531,1199,514
PRIEST,Earthen Ring Farseer,1651,1198,449
DRUID,Druid of the Swarm,46008,1198,822
WARLOCK,Sunfury Protector,891,1198,467
MAGE,Bone Drake,42439,1195,568
DRUID,Jade Golem,42104,1194,657
WARLOCK,Emerald Drake,489,1192,584
MAGE,Prince Keleseth,45340,1191,546
PRIEST,Ice Barrier,621,1190,502
SHAMAN,Feral Gibberer,45547,1189,488
PRIEST,Mirror Entity,195,1188,655
PRIEST,Kun the Forgotten King,40416,1187,602
HUNTER,Obliterate,43120,1187,429
PRIEST,Hex,766,1184,638
HUNTER,Gentle Megasaur,41265,1184,453
WARLOCK,Disciple of C'Thun,38547,1184,499
WARRIOR,Barnes,39941,1183,517
PRIEST,Dire Mole,45707,1182,549
WARLOCK,Dire Mole,45707,1182,510
SHAMAN,Volatile Elemental,41524,1181,386
PALADIN,C'Thun's Chosen,38863,1180,506
PRIEST,Trogg Gloomeater,45837,1180,402
PRIEST,Voodoo Doctor,132,1178,288
DRUID,Violet Apprentice,378,1178,667
HUNTER,Razorfen Hunter,257,1177,275
PRIEST,Shiv,573,1177,529
PRIEST,Crazed Worshipper,38958,1176,450
HUNTER,Anti-Magic Shell,45387,1175,625
ROGUE,Primordial Glyph,41496,1174,504
WARLOCK,Ysera Awakens,301,1174,687
MAGE,Sheep,796,1172,544
PRIEST,Soggoth the Slitherer,39119,1171,553
WARLOCK,Ysera,1186,1169,576
PRIEST,Kabal Chemist,40407,1168,445
DRUID,Murloc Tidehunter,976,1168,413
PALADIN,Pompous Thespian,39476,1168,522
PALADIN,Netherspite Historian,39554,1167,509
DRUID,Fire Plume Phoenix,41260,1167,600
PRIEST,Pyroblast,1087,1167,757
HUNTER,Emperor Cobra,1098,1161,429
PRIEST,Pyros,41164,1159,602
WARLOCK,Green Jelly,43485,1159,380
WARRIOR,Bloodsail Corsair,997,1155,448
ROGUE,Shallow Gravedigger,42785,1153,359
DRUID,Weasel Tunneler,40549,1151,554
PRIEST,Jade Claws,40529,1151,653
PALADIN,Corrupted Seer,38545,1148,298
MAGE,Duskbreaker,45899,1147,482
ROGUE,Icy Touch,42944,1147,440
WARLOCK,Bittertide Hydra,41263,1146,543
WARRIOR,Ironfur Grizzly,1182,1145,405
WARLOCK,Twin Emperor Vek'lor,38488,1144,567
ROGUE,Wolfrider,289,1143,353
PALADIN,Tainted Zealot,46103,1143,454
ROGUE,Marin the Fox,45988,1142,370
MAGE,Drakonid Operative,40378,1142,553
PRIEST,Savannah Highmane,1261,1142,783
DRUID,Rockpool Hunter,41245,1138,545
WARRIOR,Doomcaller,38795,1137,498
HUNTER,Giant Wasp,41328,1136,375
PALADIN,Arrogant Crusader,42462,1133,433
DRUID,Tyrantus,41954,1132,669
PALADIN,Master Swordsmith,351,1127,457
WARLOCK,Dread Corsair,878,1125,566
PRIEST,Wrathion,40603,1125,528
HUNTER,Frostmourne,43012,1124,520
MAGE,Frostmourne,43012,1122,709
PRIEST,Violet Wurm,43526,1120,496
SHAMAN,Marin the Fox,45988,1119,437
WARLOCK,Arcane Tyrant,43483,1117,579
PALADIN,Soggoth the Slitherer,39119,1114,466
PRIEST,Prince Malchezaar,39840,1113,472
SHAMAN,Faceless Manipulator,531,1112,493
WARRIOR,Razorfen Hunter,257,1112,167
WARLOCK,Bluegill Warrior,739,1109,340
DRUID,Lunar Visions,40615,1109,440
PALADIN,Twilight Elder,38868,1108,492
ROGUE,Death Coil,45384,1107,556
PALADIN,Cult Master,811,1107,490
ROGUE,Goldshire Footman,922,1107,252
PALADIN,River Crocolisk,1369,1106,320
ROGUE,Elven Archer,389,1105,288
MAGE,Obliterate,43120,1104,544
WARRIOR,Twilight Geomancer,38864,1104,395
PALADIN,Frostwolf Warlord,496,1103,423
PRIEST,Stoneskin Basilisk,43474,1103,442
SHAMAN,Knife Juggler,1073,1103,446
MAGE,The First Seal,46039,1102,550
DRUID,Bog Creeper,38534,1101,491
SHAMAN,Silver Hand Recruit,1652,1100,455
WARLOCK,Nightmare,217,1100,636
DRUID,Hungry Ettin,46082,1099,417
PALADIN,Tol'vir Stoneshaper,41241,1098,426
DRUID,Bone Drake,42439,1098,484
MAGE,Lord of the Arena,157,1098,281
HUNTER,Faceless Manipulator,531,1097,460
WARLOCK,Harvest Golem,778,1097,391
HUNTER,Abusive Sergeant,242,1093,450
DRUID,Boulderfist Ogre,1686,1093,287
ROGUE,Death Grip,42590,1092,440
PALADIN,Bog Creeper,38534,1089,444
SHAMAN,Lotus Agents,40742,1086,441
SHAMAN,Wax Elemental,43463,1086,364
PRIEST,Mogu'shan Warden,700,1086,357
PRIEST,Excess Mana,1725,1086,449
WARRIOR,Charge,344,1085,120
SHAMAN,Sapphire Spellstone,43333,1082,629
DRUID,Spiritsinger Umbra,41289,1082,532
SHAMAN,Shrieking Shroom,46118,1081,371
PRIEST,Bloodfen Raptor,216,1081,277
ROGUE,Death and Decay,46194,1078,546
PRIEST,Naga Corsair,40889,1077,312
WARRIOR,Night Howler,42445,1076,340
MAGE,Red Mana Wyrm,40281,1073,441
PRIEST,Shroom Brewer,45784,1073,518
PRIEST,Bog Creeper,38534,1071,432
WARRIOR,Army of the Dead,42586,1069,457
SHAMAN,Gnomish Inventor,308,1067,411
DRUID,Lone Champion,43473,1067,361
DRUID,The Darkness,46454,1066,386
WARRIOR,Hired Gun,40911,1065,389
WARRIOR,Novice Engineer,284,1064,315
MAGE,Defile,42471,1057,424
DRUID,Murloc Warleader,1063,1056,468
WARRIOR,Deathwing,834,1056,294
ROGUE,"Yogg-Saron, Hope's End",38505,1054,338
HUNTER,Naga Corsair,40889,1053,453
PRIEST,Flame Imp,1090,1053,545
DRUID,Bilefin Tidehunter,38538,1050,376
PRIEST,Psych-o-Tron,38526,1048,406
HUNTER,Grimestreet Informant,40474,1048,396
PRIEST,Burgly Bully,40954,1047,484
HUNTER,Core Hound,1687,1047,285
PALADIN,Young Priestess,1634,1046,462
HUNTER,Forlorn Stalker,38875,1045,364
ROGUE,Sharp Fork,39821,1044,348
DRUID,Cairne Bloodhoof,420,1042,486
PALADIN,Abusive Sergeant,242,1041,447
DRUID,Eggnapper,41249,1041,456
WARLOCK,Kabal Chemist,40407,1040,405
PRIEST,Patches the Pirate,40465,1038,460
WARLOCK,Violet Illusionist,39313,1037,416
PRIEST,Cursed Disciple,45594,1036,421
WARRIOR,Gnomish Inventor,308,1035,254
MAGE,Stubborn Gastropod,41318,1034,361
WARLOCK,Illidan Stormrage,556,1034,488
DRUID,The Black Knight,1656,1033,541
PRIEST,Shieldbearer,866,1032,335
PRIEST,Equality,756,1031,435
WARRIOR,Soggoth the Slitherer,39119,1031,454
PALADIN,Fen Creeper,602,1029,430
MAGE,Tinkmaster Overspark,570,1028,434
HUNTER,Tabbycat,40425,1025,629
WARRIOR,Phantom Freebooter,42327,1024,374
DRUID,Violet Wurm,43526,1022,391
ROGUE,Shadow Visions,41169,1020,520
PRIEST,Dragoncaller Alanna,46499,1019,369
MAGE,Hellfire,950,1016,532
SHAMAN,Pantry Spider,39207,1015,431
PRIEST,Argent Squire,757,1015,447
DRUID,Skeram Cultist,39118,1013,462
ROGUE,Frostbolt,662,1011,436
HUNTER,Lone Champion,43473,1010,362
WARRIOR,Pompous Thespian,39476,1010,363
PRIEST,Aldor Peacekeeper,1167,1009,571
ROGUE,Gnomeferatu,42670,1009,438
ROGUE,Counterspell,113,1005,477
WARLOCK,Feeding Time,41874,1004,332
ROGUE,Kobold Geomancer,672,1003,365
PRIEST,Prince Taldaram,45341,1002,390
PRIEST,Harvest Golem,778,1002,415
MAGE,Corrosive Sludge,43469,1000,459
PRIEST,Hallucination,42011,999,494
MAGE,Possessed Lackey,45820,999,219
HUNTER,Cairne Bloodhoof,420,999,441
PALADIN,Ironfur Grizzly,1182,998,295
SHAMAN,Jade Golem,42099,997,538
PALADIN,Abomination,440,996,321
MAGE,Shadow Visions,41169,995,543
WARLOCK,C'Thun's Chosen,38863,995,406
PALADIN,Dream,808,992,629
MAGE,Second-Rate Bruiser,40906,992,413
WARLOCK,Darkscale Healer,582,991,201
WARLOCK,Bloodbloom,41872,990,399
SHAMAN,Raid Leader,1401,989,241
DRUID,Blazecaller,41928,988,556
PALADIN,Disciple of C'Thun,38547,988,447
ROGUE,Knife Juggler,1073,987,324
PRIEST,Twilight Summoner,38833,986,462
SHAMAN,Frostwolf Warlord,496,986,299
WARLOCK,Kara Kazham!,39197,986,335
ROGUE,Kazakus,40408,985,414
PRIEST,Direhorn Matriarch,41889,984,503
PALADIN,Pearl Spellstone,43381,983,337
PALADIN,Cyclopian Horror,39041,982,342
MAGE,Cairne Bloodhoof,420,981,524
DRUID,Reckless Rocketeer,445,977,468
PRIEST,Skull of the Man'ari,46299,974,452
ROGUE,Anti-Magic Shell,45387,974,528
WARLOCK,Obsidian Statue,42598,972,300
WARLOCK,Kobold Geomancer,672,972,240
MAGE,Demented Frostcaller,38412,972,304
PALADIN,Harvest Golem,778,970,324
PRIEST,Earthen Scales,41081,969,484
WARRIOR,Wolfrider,289,968,198
WARLOCK,Bilefin Tidehunter,38538,968,367
PALADIN,Sleepy Dragon,43494,968,333
PRIEST,Nerubian Unraveler,42791,968,557
MAGE,Cryomancer,40988,967,350
PRIEST,Pyros,41162,965,475
MAGE,Arfus,45366,965,441
WARLOCK,Alexstrasza,581,965,503
WARLOCK,Corpse Raiser,42909,964,507
DRUID,Green Jelly,43485,961,270
PRIEST,Tainted Zealot,46103,959,391
ROGUE,Flame Geyser,41151,957,399
WARLOCK,Ravasaur Runt,41137,954,436
SHAMAN,Rummaging Kobold,46088,954,502
MAGE,Booty Bay Bodyguard,1140,952,253
MAGE,Ozruk,41294,951,451
DRUID,Stonetusk Boar,648,949,355
WARRIOR,Arcane Giant,39426,948,455
WARLOCK,Armor Up!,725,945,267
WARLOCK,Arfus,45366,943,442
MAGE,Amani Berserker,790,943,297
PRIEST,Truesilver Champion,847,942,612
SHAMAN,Youthful Brewmaster,415,942,326
ROGUE,Bananas,1694,940,514
ROGUE,Babbling Book,39169,940,402
DRUID,Bluegill Warrior,739,938,368
PRIEST,Jade Spirit,40527,934,401
WARRIOR,Protect the King!,39495,933,200
DRUID,Shrieking Shroom,46118,933,373
SHAMAN,Jade Golem,42100,932,492
HUNTER,Doom Pact,42587,931,251
PRIEST,Simulacrum,43193,930,344
ROGUE,Twin Emperor Vek'lor,38488,929,403
MAGE,Frostwolf Grunt,41,928,235
ROGUE,Shattered Sun Cleric,608,927,342
WARRIOR,Trogg Gloomeater,45837,926,331
WARLOCK,Bloodfen Raptor,216,926,185
MAGE,Psych-o-Tron,38526,925,356
DRUID,Ironfur Grizzly,1182,925,218
PRIEST,Mana Tide Totem,513,923,534
ROGUE,Spiteful Summoner,46551,920,410
PRIEST,Evasion,45535,919,221
PALADIN,Ancient of Blossoms,40744,918,367
WARLOCK,Feral Gibberer,45547,916,374
PALADIN,Fallen Sun Cleric,42777,916,388
ROGUE,Stormwatcher,41327,914,370
ROGUE,Freezing Potion,40324,913,395
MAGE,The Second Seal,46038,912,462
PALADIN,Youthful Brewmaster,415,911,364
PRIEST,Doomcaller,38795,910,371
ROGUE,Power Word: Shield,613,909,515
PALADIN,Ysera Awakens,301,908,585
PRIEST,Dragonslayer,43486,908,408
PRIEST,Spider Ambush!,45870,907,350
WARLOCK,Lesser Heal,479,905,322
PRIEST,Twin Emperor Vek'lor,38488,901,394
DRUID,Volcanosaur,41120,899,374
MAGE,Sleepy Dragon,43494,899,269
PRIEST,Shrieking Shroom,46118,898,339
MAGE,Free From Amber,42009,897,480
PALADIN,Boulderfist Ogre,1686,896,249
WARLOCK,Fireblast,807,896,301
MAGE,Goldshire Footman,922,896,238
SHAMAN,Sea Giant,211,895,371
WARRIOR,Bog Creeper,38534,894,368
PRIEST,Shimmering Tempest,41927,894,491
MAGE,Stormwind Champion,753,892,340
SHAMAN,Jade Golem,42101,892,483
ROGUE,Elise the Trailblazer,41935,891,374
PRIEST,Malchezaar's Imp,39740,891,423
PALADIN,Stormwatcher,41327,891,377
SHAMAN,Hammer of Twilight,38270,891,388
SHAMAN,Jade Golem,42098,890,494
WARLOCK,Friendly Bartender,40914,890,316
WARRIOR,Chillwind Yeti,90,889,197
PALADIN,Hired Gun,40911,886,372
ROGUE,Explosive Runes,43407,885,386
ROGUE,Bloodsail Corsair,997,885,286
PALADIN,Green Jelly,43485,885,293
WARRIOR,Master Oakheart,46449,885,407
PRIEST,Silverback Patriarch,67,882,179
HUNTER,Sharp Fork,39821,882,423
PALADIN,Wrathion,40603,880,396
MAGE,Unstable Evolution,45904,879,419
MAGE,Thunder Lizard,41257,877,334
PALADIN,Emerald Drake,489,876,525
PRIEST,Crackling Razormaw,41358,876,467
ROGUE,Frostmourne,43012,875,415
PALADIN,Igneous Elemental,41926,875,355
HUNTER,Elven Archer,389,874,275
ROGUE,Bloodfen Raptor,216,874,184
MAGE,Trogg Gloomeater,45837,872,330
WARLOCK,Totemic Call,687,871,228
PRIEST,Lord of the Arena,157,871,277
PRIEST,Hunter's Mark,141,871,443
SHAMAN,"N'Zoth, the Corruptor",38496,870,475
MAGE,Arcane Anomaly,39215,868,340
WARRIOR,Stegodon,41324,866,353
WARRIOR,Lone Champion,43473,864,264
PRIEST,Cheat Death,45520,864,368
WARRIOR,Wild Pyromancer,1014,864,278
MAGE,Carnivorous Cube,45195,863,304
PRIEST,Getaway Kodo,40587,863,497
PRIEST,Darkshire Councilman,38452,861,481
ROGUE,Potion of Polymorph,40409,860,358
DRUID,Webweave,42649,860,244
MAGE,Dark Pact,43128,859,332
WARLOCK,Stoneskin Basilisk,43474,857,363
PRIEST,Blood Razor,42700,855,465
MAGE,Ogre Magi,995,853,321
WARLOCK,The Black Knight,1656,853,416
PALADIN,Corrosive Sludge,43469,852,347
ROGUE,"Rin, the First Disciple",46040,851,329
WARRIOR,Golakka Crawler,41316,851,328
PRIEST,Rockpool Hunter,41245,848,446
ROGUE,Patient Assassin,1133,844,313
ROGUE,Arfus,45366,843,301
WARRIOR,Mistress of Mixtures,41566,843,304
WARLOCK,Shrieking Shroom,46118,842,303
SHAMAN,Cairne Bloodhoof,420,842,376
ROGUE,Arcane Intellect,555,842,374
MAGE,Knife Juggler,1073,840,349
WARRIOR,Small-Time Buccaneer,40608,839,342
DRUID,Bananas,1694,839,484
SHAMAN,Boisterous Bard,43523,838,265
PRIEST,The Black Knight,1656,838,427
DRUID,Mountain Giant,993,838,394
PRIEST,Darkscale Healer,582,838,257
PRIEST,Naturalize,233,837,392
WARRIOR,Murloc Tidehunter,976,836,121
PRIEST,Flametongue Totem,1008,836,568
ROGUE,Ooze,38537,835,435
ROGUE,Firelands Portal,39715,833,350
ROGUE,Arcane Missiles,564,831,380
DRUID,Wax Elemental,43463,829,304
PRIEST,Stegodon,41324,829,344
ROGUE,Silence,1189,829,461
PRIEST,Stormwind Champion,753,827,354
ROGUE,Obliterate,43120,826,327
PRIEST,Evolve,38266,826,468
HUNTER,Gluttonous Ooze,41683,824,328
WARLOCK,Spreading Madness,38456,824,262
WARLOCK,Stormwind Champion,753,824,309
ROGUE,Murloc Tidehunter,976,821,267
WARLOCK,Reckless Rocketeer,445,821,267
ROGUE,Shadow Rager,40464,821,319
PRIEST,Alleycat,40426,820,404
ROGUE,Curious Glimmerroot,41177,819,444
PRIEST,Fire Plume Phoenix,41260,819,381
WARRIOR,Boulderfist Ogre,1686,817,124
PRIEST,Amethyst Spellstone,43275,816,319
PRIEST,Flame Geyser,41151,815,422
WARRIOR,Fool's Bane,39417,815,252
DRUID,River Crocolisk,1369,815,169
WARLOCK,Runic Egg,39433,815,258
PRIEST,Lightning Storm,629,814,498
DRUID,Shattered Sun Cleric,608,813,266
PRIEST,"Thrall, Deathseer",42987,812,483
ROGUE,Ironfur Grizzly,1182,811,193
PALADIN,Nightmare,217,810,529
MAGE,Questing Adventurer,791,810,341
HUNTER,Marin the Fox,45988,810,224
PALADIN,Blazecaller,41928,809,362
SHAMAN,Vicious Fledgling,41247,808,332
PRIEST,Unstable Evolution,46303,807,462
SHAMAN,Kobold Geomancer,672,806,223
PRIEST,Demonfire,1142,806,439
HUNTER,Green Jelly,43485,805,245
WARRIOR,Lord of the Arena,157,803,187
PRIEST,Questing Adventurer,791,803,315
DRUID,Daring Reporter,40741,800,290
DRUID,Lord of the Arena,157,800,162
ROGUE,Pyros,41162,798,338
ROGUE,Mana Bind,41158,798,321
PRIEST,Goldshire Footman,922,798,235
PRIEST,Direhorn Hatchling,41890,796,425
MAGE,Twilight Geomancer,38864,796,288
ROGUE,Sacrificial Pact,163,796,357
PALADIN,Laughing Sister,340,795,420
WARRIOR,Shieldbearer,866,795,243
MAGE,Murloc Raider,191,792,181
WARRIOR,Bone Drake,42439,792,346
ROGUE,Hoarding Dragon,43507,792,271
HUNTER,Hyena,1624,791,328
ROGUE,Chittering Tunneler,41875,790,345
SHAMAN,The First Seal,46039,788,366
PRIEST,Master Swordsmith,351,788,292
DRUID,Jade Golem,42105,784,405
HUNTER,Faerie Dragon,609,784,308
MAGE,Power Word: Shield,613,783,424
ROGUE,Stubborn Gastropod,41318,782,243
PRIEST,Lesser Emerald Spellstone,43363,782,434
MAGE,Prince Valanar,45342,781,378
MAGE,Grand Archivist,46032,779,308
HUNTER,Army of the Dead,42586,779,269
WARLOCK,Unlicensed Apothecary,40598,779,324
ROGUE,Blastcrystal Potion,40957,777,265
SHAMAN,"Yogg-Saron, Hope's End",38505,776,271
MAGE,Voidlord,46056,776,266
MAGE,Obsidian Statue,42598,776,239
WARRIOR,Charged Devilsaur,41286,775,275
HUNTER,Duskboar,39002,775,299
ROGUE,Free From Amber,42009,771,324
ROGUE,Kobold Librarian,43122,771,333
HUNTER,Hound,1715,770,336
SHAMAN,Carnivorous Cube,45195,770,346
PRIEST,Bloodfury Potion,40393,768,452
PRIEST,Boulderfist Ogre,1686,767,278
PRIEST,Bladestorm,45585,767,307
MAGE,Northshire Cleric,1650,766,349
SHAMAN,Disciple of C'Thun,38547,766,272
DRUID,Arfus,45366,765,312
ROGUE,Grimestreet Informant,40474,765,340
SHAMAN,Primordial Drake,41929,764,309
ROGUE,Cabalist's Tome,38418,763,291
HUNTER,Bluegill Warrior,739,763,282
PRIEST,Mimic Pod,41212,762,287
PRIEST,Potion of Heroism,43373,762,430
HUNTER,Wax Elemental,43463,761,245
ROGUE,Mind Vision,1099,761,400
PALADIN,Chillwind Yeti,90,760,255
ROGUE,Bone Drake,42439,759,295
PALADIN,Bright-Eyed Scout,41096,759,358
PRIEST,River Crocolisk,1369,758,248
ROGUE,Northshire Cleric,1650,758,363
ROGUE,Crazed Worshipper,38958,758,279
ROGUE,Nerubian Unraveler,42791,757,342
ROGUE,Biteweed,41216,756,299
HUNTER,Sabretooth Stalker,41415,756,291
ROGUE,Leper Gnome,658,756,224
MAGE,Jade Behemoth,40797,756,224
MAGE,Dalaran Mage,175,755,197
WARLOCK,Raid Leader,1401,754,303
HUNTER,Dirty Rat,41567,754,277
PRIEST,Elven Archer,389,754,185
WARRIOR,Vicious Fledgling,41247,753,331
HUNTER,Shattered Sun Cleric,608,753,257
PALADIN,Gnomish Inventor,308,753,208
MAGE,The Third Seal,46037,753,387
HUNTER,Snake,204,752,503
MAGE,Stormwatcher,41327,749,337
DRUID,Ancient Brewmaster,186,749,347
PRIEST,Murloc Tidecaller,475,748,373
DRUID,Prince Malchezaar,39840,748,297
PRIEST,Sacred Maul,45777,748,416
ROGUE,Burgly Bully,40954,748,365
ROGUE,Mortal Coil,1092,747,333
PALADIN,Stormwind Knight,622,746,155
PALADIN,Doom Pact,42587,746,229
PRIEST,Scourgelord Garrosh,43423,745,446
ROGUE,Prince Valanar,45342,745,323
PALADIN,Drakkari Enchanter,45309,745,327
PALADIN,The Black Knight,1656,745,294
MAGE,Kabal Talonpriest,40432,744,369
PRIEST,Giant Mastodon,41242,743,284
PALADIN,Army of the Dead,42586,743,288
PALADIN,Crazed Worshipper,38958,743,306
WARRIOR,Lesser Mithril Spellstone,45519,742,177
PRIEST,Bluegill Warrior,739,740,297
ROGUE,Breath of Sindragosa,43502,740,279
PALADIN,Sneaky Devil,43493,740,300
PALADIN,Shieldbearer,866,739,298
PRIEST,Polluted Hoarder,38961,739,281
PRIEST,Lorewalker Cho,1135,738,300
HUNTER,Igneous Elemental,41926,738,235
WARLOCK,C'Thun,38857,737,381
MAGE,Murloc Tidehunter,976,736,188
ROGUE,Shadow Word: Death,1363,735,355
PRIEST,Skeram Cultist,39118,735,279
ROGUE,Mana Wyrm,405,734,324
MAGE,Hungry Ettin,46082,734,286
ROGUE,Voidwalker,48,733,279
WARLOCK,Murloc Tidecaller,475,733,317
HUNTER,Enchanted Raven,39350,733,312
PALADIN,Amani Berserker,790,732,288
ROGUE,Jade Golem,42098,731,265
ROGUE,Lyra the Sunshard,42046,730,356
PRIEST,Water Elemental,395,730,418
ROGUE,Siphon Soul,1100,730,267
PRIEST,Lesser Ruby Spellstone,43414,730,327
ROGUE,Voodoo Doctor,132,729,261
DRUID,Giant Mastodon,41242,729,320
ROGUE,Despicable Dreadlord,42743,728,269
PRIEST,Runic Egg,39433,728,298
WARLOCK,DOOM!,38770,727,222
ROGUE,Sorcerer's Apprentice,614,727,338
PALADIN,Shimmering Courser,46892,726,273
PALADIN,Frostwolf Grunt,41,726,229
PALADIN,The Darkness,46454,725,269
ROGUE,Lilian Voss,43031,724,219
DRUID,Bite,577,724,220
MAGE,Razorpetal,41206,724,373
SHAMAN,Frost Elemental,512,724,237
PRIEST,Slam,1074,722,382
ROGUE,Shadow Ascendant,42574,721,358
WARRIOR,Grimestreet Informant,40474,721,243
ROGUE,Psionic Probe,45979,721,364
PALADIN,Spiritsinger Umbra,41289,721,339
SHAMAN,Grimscale Chum,40531,721,296
MAGE,Doom Pact,42587,720,251
DRUID,Gnomish Inventor,308,720,211
HUNTER,Raven Familiar,45269,719,299
ROGUE,Arcane Artificer,45590,715,325
ROGUE,Bane of Doom,23,715,281
PALADIN,Bloodsail Raider,999,714,312
ROGUE,Vulgar Homunculus,43121,714,281
SHAMAN,Death Coil,45384,713,386
ROGUE,Drain Soul,42658,713,251
ROGUE,Violet Teacher,1029,713,296
ROGUE,Ice Block,192,713,290
ROGUE,Luckydo Buccaneer,40791,712,323
HUNTER,Chillwind Yeti,90,712,237
WARRIOR,Glacial Shard,41111,711,296
SHAMAN,Razorfen Hunter,257,709,228
ROGUE,Lesser Ruby Spellstone,43414,709,275
ROGUE,Chillwind Yeti,90,708,187
PRIEST,Call of the Wild,38727,705,469
ROGUE,Shimmering Tempest,41927,704,283
MAGE,Dire Wolf Alpha,985,704,254
ROGUE,Radiant Elemental,41176,703,360
ROGUE,Grave Shambler,42780,703,268
HUNTER,Addled Grizzly,38916,702,296
SHAMAN,Second-Rate Bruiser,40906,701,264
PRIEST,Mirror Image,1084,701,319
ROGUE,Shadow Bolt,914,700,272
DRUID,Big Game Hunter,1657,699,369
DRUID,Sunwalker,759,699,217
ROGUE,Snowflipper Penguin,42338,699,295
ROGUE,Thoughtsteal,30,698,312
DRUID,Gentle Megasaur,41265,697,322
SHAMAN,Dire Wolf Alpha,985,696,264
DRUID,Faerie Dragon,609,694,279
ROGUE,Hellfire,950,693,301
MAGE,Voodoo Doctor,132,693,204
ROGUE,Kabal Talonpriest,40432,693,375
ROGUE,Crystalline Oracle,41173,693,325
ROGUE,Army of the Dead,42586,691,260
SHAMAN,C'Thun's Chosen,38863,690,251
SHAMAN,Death Grip,42590,689,337
MAGE,Abomination,440,689,255
PRIEST,Volcanosaur,41120,689,321
WARRIOR,Cyclopian Horror,39041,688,281
