player_class,card_name,dbfid,times_played,wins
ROGUE,Silver Vanguard,45287,237,82
PRIEST,Fiery Bat,38584,237,120
ROGUE,Eggnapper,41249,237,77
PRIEST,Ironbark Protector,205,237,109
ROGUE,Gnash,42748,237,76
DRUID,Fen Creeper,602,237,66
PRIEST,Kobold Geomancer,672,236,86
DRUID,Hogger,640,236,74
ROGUE,Lunar Visions,40615,236,92
PALADIN,Murloc Scout,1078,236,140
PRIEST,Meat Wagon,43051,236,95
ROGUE,Sunfury Protector,891,235,70
ROGUE,Fen Creeper,602,235,80
MAGE,Millhouse Manastorm,855,235,99
PALADIN,Hogger,640,235,92
DRUID,Gravelsnout Knight,43528,235,86
PRIEST,Pterrordax Hatchling,41076,235,106
WARLOCK,Crystalline Oracle,41173,235,111
ROGUE,Kobold Apprentice,45929,235,57
DRUID,Shallow Gravedigger,42785,234,79
HUNTER,Tyrantus,41954,234,90
SHAMAN,Devilsaur Egg,41259,234,83
ROGUE,Misdirection,1091,234,85
SHAMAN,Injured Blademaster,1109,234,101
WARRIOR,Raid Leader,1401,234,39
ROGUE,Jade Blossom,40523,233,105
SHAMAN,Harvest Golem,778,233,92
ROGUE,Hired Gun,40911,233,90
ROGUE,Tentacle of N'Zoth,38532,233,55
PALADIN,Twisted Worgen,38781,233,84
DRUID,Fungal Enchanter,46087,233,66
ROGUE,Mire Keeper,38718,232,100
MAGE,Earth Elemental,1141,232,102
DRUID,Corpsetaker,46102,232,98
WARLOCK,War Golem,712,232,31
SHAMAN,Hyldnir Frostrider,45377,232,66
ROGUE,Light's Justice,383,232,105
MAGE,Branching Paths,43294,232,122
ROGUE,Rallying Blade,38745,231,126
ROGUE,Forbidden Healing,38666,231,84
ROGUE,Dark Conviction,42469,231,125
MAGE,Sergeant Sally,41118,231,93
ROGUE,Explosive Shot,394,231,90
WARRIOR,Grimestreet Smuggler,40743,230,57
MAGE,Vulgar Homunculus,43121,230,125
ROGUE,Mark of Y'Shaarj,38337,230,115
PALADIN,Mana Addict,12,230,99
ROGUE,Mindbreaker,45314,230,86
MAGE,Stonetusk Boar,648,229,50
MAGE,Scroll of Wonder,46545,229,70
PRIEST,Gemstudded Golem,46027,229,130
PRIEST,Sated Threshadon,41138,229,100
HUNTER,Hungry Ettin,46082,229,48
ROGUE,Fiery Bat,38584,229,94
ROGUE,The Tidal Hand,39154,229,109
MAGE,Mind Blast,545,229,147
ROGUE,Starfire,823,228,108
ROGUE,Bearshark,42711,228,105
ROGUE,Grimestreet Outfitter,40567,228,115
DRUID,Illidan Stormrage,556,228,96
MAGE,The Beast,962,228,114
SHAMAN,Gadgetzan Auctioneer,932,228,89
WARLOCK,Mirror Image,1084,227,82
WARLOCK,Drakonid Operative,40378,227,101
WARRIOR,Knife Juggler,1073,227,56
MAGE,Dark Iron Dwarf,348,227,83
WARLOCK,Stonetusk Boar,648,227,68
DRUID,Core Hound,1687,227,39
ROGUE,Greedy Sprite,45945,227,89
ROGUE,Dispatch Kodo,41126,227,98
ROGUE,Blessing of Might,70,226,135
DRUID,Stampeding Kodo,1371,226,64
PALADIN,Zarog's Crown,43180,226,130
DRUID,Nat Pagle,1147,226,70
ROGUE,Arcane Tyrant,43483,226,92
MAGE,Siphon Life,43181,226,91
HUNTER,Grub,43524,226,69
ROGUE,Lesser Pearl Spellstone,43382,226,88
MAGE,Blastcrystal Potion,40957,226,99
PRIEST,Auctionmaster Beardo,40605,226,87
MAGE,Venture Co. Mercenary,1122,225,96
ROGUE,Multi-Shot,292,225,81
PRIEST,Reckless Rocketeer,445,225,96
WARLOCK,Bright-Eyed Scout,41096,225,122
MAGE,Nozdormu,411,224,107
ROGUE,Embrace the Shadow,38439,224,99
ROGUE,On the Hunt,38377,224,97
ROGUE,Wretched Tiller,42398,224,55
MAGE,Hallazeal the Ascended,38722,224,109
ROGUE,Doppelgangster,40953,224,85
MAGE,INFERNO!,1178,224,138
PRIEST,Shadowblade,45338,224,117
SHAMAN,The Black Knight,1656,224,99
WARRIOR,Defender of Argus,763,224,75
PRIEST,The Storm Guardian,41842,224,126
PRIEST,Dinosize,41130,223,153
ROGUE,Equality,756,223,103
WARLOCK,Blood Knight,755,223,94
ROGUE,Anomalus,38463,223,73
PRIEST,"Shaku, the Collector",40905,223,123
ROGUE,Bite,577,222,91
PALADIN,Ravasaur Runt,41137,222,100
HUNTER,Fungal Enchanter,46087,222,61
WARLOCK,Flame Geyser,41151,221,122
ROGUE,Silvermoon Portal,39716,221,104
ROGUE,Blessing of Kings,943,221,119
WARLOCK,Twilight Summoner,38833,221,101
HUNTER,Disciple of C'Thun,38547,221,82
PRIEST,Dark Iron Dwarf,348,221,88
SHAMAN,Argent Commander,281,221,84
ROGUE,Verdant Longneck,40971,221,82
MAGE,"Ixlid, Fungal Lord",45859,221,127
PRIEST,Frozen Crusher,41253,220,114
ROGUE,Moat Lurker,39465,220,68
WARRIOR,Volcanosaur,41120,219,69
PRIEST,Vryghoul,42714,219,69
PRIEST,Al'Akir the Windlord,32,219,135
ROGUE,Meanstreet Marshal,40577,219,105
MAGE,Mindgames,145,218,101
MAGE,Nerubian Prophet,38517,218,89
HUNTER,Hoarding Dragon,43507,218,79
MAGE,Devilsaur Egg,41259,218,81
MAGE,Demolisher,979,218,70
WARLOCK,Lyra the Sunshard,42046,218,111
ROGUE,Redemption,140,218,95
WARLOCK,Direhorn Matriarch,41889,218,93
ROGUE,Murloc Raider,191,218,73
MAGE,Crackling Razormaw,41358,217,113
ROGUE,Sword of Justice,643,217,86
MAGE,Kill Command,296,217,110
MAGE,Spreading Plague,42656,217,90
MAGE,Alley Armorsmith,40574,217,98
ROGUE,Soggoth the Slitherer,39119,217,78
ROGUE,Elder Longneck,41086,216,84
ROGUE,Living Mana,41094,216,58
ROGUE,Cenarius,36,216,121
HUNTER,Psych-o-Tron,38526,216,74
WARRIOR,Stonetusk Boar,648,216,37
ROGUE,Inkmaster Solia,40701,216,78
ROGUE,Kill Command,296,215,86
ROGUE,Cat Trick,39160,215,96
MAGE,"Bolvar, Fireblood",45392,215,108
WARLOCK,Pyros,41166,215,90
ROGUE,Humility,854,215,83
SHAMAN,Dread Corsair,878,215,84
WARRIOR,Tinkmaster Overspark,570,215,76
WARLOCK,Nerubian Prophet,38517,215,95
HUNTER,Twilight Elder,38868,214,84
WARLOCK,Deadscale Knight,42663,214,67
DRUID,Zoobot,39839,214,94
HUNTER,Hadronox,43439,214,50
DRUID,Book Wyrm,39210,214,87
DRUID,Runic Egg,39433,213,95
DRUID,Lorewalker Cho,1135,213,71
PRIEST,Open the Waygate,41168,213,83
ROGUE,Ironwood Golem,43284,213,84
SHAMAN,Questing Adventurer,791,212,75
WARRIOR,Tolin's Goblet,43178,212,89
SHAMAN,Cursed Disciple,45594,212,72
DRUID,Blood of The Ancient One,38567,212,127
ROGUE,Forbidden Ancient,38340,212,82
ROGUE,Krul the Unshackled,40537,212,41
MAGE,Knuckles,40678,212,124
SHAMAN,Amani Berserker,790,212,59
MAGE,Shadow Madness,220,211,124
PRIEST,Dread Infernal,1019,210,127
ROGUE,Volcanosaur,41120,210,77
PRIEST,Grizzled Guardian,45835,210,87
PALADIN,Eggnapper,41249,210,79
MAGE,Maelstrom Portal,39712,210,119
PALADIN,Big Game Hunter,1657,210,84
HUNTER,Grimscale Oracle,510,210,70
DRUID,Skelemancer,42328,209,71
MAGE,Ultimate Infestation,42759,209,136
MAGE,Psychic Scream,43112,209,81
MAGE,"Kalimos, Primal Lord",41331,209,126
WARRIOR,Mad Bomber,762,208,48
SHAMAN,Fungal Enchanter,46087,208,55
WARLOCK,King Mukla,1693,208,87
HUNTER,Corpse Raiser,42909,208,78
ROGUE,Healing Touch,773,208,84
WARLOCK,Edwin VanCleef,306,208,84
MAGE,Midnight Drake,38957,208,78
PRIEST,Geosculptor Yip,46442,208,121
PRIEST,Primalfin Champion,41866,208,100
ROGUE,Tinkmaster Overspark,570,207,68
PALADIN,Dragonhatcher,46557,207,107
DRUID,Faceless Shambler,38569,207,103
MAGE,The Boogeymonster,38895,207,110
MAGE,Abyssal Enforcer,40541,207,110
WARLOCK,Tortollan Shellraiser,41180,207,97
WARLOCK,Skeram Cultist,39118,206,87
ROGUE,Corpse Raiser,42909,206,88
HUNTER,Hogger,640,206,63
MAGE,Princess Huhuran,38910,206,114
DRUID,Mogu'shan Warden,700,206,76
ROGUE,Pompous Thespian,39476,206,81
ROGUE,Runic Egg,39433,206,70
PRIEST,Kooky Chemist,40289,206,85
PRIEST,Jade Shuriken,40698,206,102
ROGUE,The Fourth Seal,46035,205,88
ROGUE,Oaken Summons,45828,205,79
MAGE,Divine Favor,679,205,97
DRUID,Corpse Raiser,42909,205,99
DRUID,Frost Elemental,512,205,70
ROGUE,Eaglehorn Bow,1662,205,99
ROGUE,Val'anyr,46263,204,95
WARRIOR,Runic Egg,39433,204,56
MAGE,Dragonling Mechanic,523,204,45
ROGUE,Silithid Swarmer,38304,204,106
PRIEST,Serrated Shield,45771,204,129
PRIEST,Spiked Shield,45774,204,124
MAGE,Twilight's Call,45353,203,93
SHAMAN,Eggnapper,41249,203,67
ROGUE,Deadly Shot,1093,203,76
SHAMAN,Magma Rager,1653,203,38
MAGE,Master Swordsmith,351,203,61
MAGE,Sea Giant,211,203,78
PRIEST,Venomstrike Trap,42525,202,116
MAGE,Shadowform,1368,202,102
PRIEST,Frothing Berserker,654,202,129
PRIEST,Shadow Strike,38578,202,104
WARLOCK,Wild Pyromancer,1014,202,71
DRUID,The First Seal,46039,202,94
WARRIOR,Fungal Enchanter,46087,201,50
ROGUE,Tracking,1047,201,90
PRIEST,Mark of the Wild,213,201,153
PRIEST,Felfire Potion,40517,201,89
ROGUE,Candleshot,45537,201,92
PRIEST,Snowflipper Penguin,42338,201,84
PRIEST,King Mukla,1693,201,86
MAGE,Shadow Word: Horror,38433,201,109
PRIEST,King Togwaggle,46589,201,70
WARLOCK,Southsea Deckhand,724,201,82
HUNTER,C'Thun's Chosen,38863,201,72
HUNTER,Polluted Hoarder,38961,201,77
HUNTER,Silver Hand Recruit,1652,200,94
HUNTER,Scorp-o-matic,43453,200,69
MAGE,Shield Block,1023,200,116
DRUID,Gurubashi Berserker,768,200,41
PRIEST,Thunder Lizard,41257,200,92
DRUID,Ancient of Blossoms,40744,200,73
ROGUE,Temporus,46544,199,75
WARLOCK,Validated Doomsayer,38669,199,52
ROGUE,Savage Roar,742,199,125
ROGUE,Young Dragonhawk,641,199,82
ROGUE,Giant Wasp,41328,199,64
PALADIN,Bloodworm,45329,199,67
WARLOCK,Free From Amber,42009,199,92
PRIEST,Mountainfire Armor,42698,198,105
PRIEST,Ornery Direhorn,41404,198,103
WARRIOR,Tentacles for Arms,38279,197,64
ROGUE,Shaky Zipgunner,40681,197,79
MAGE,Stormpike Commando,413,197,74
SHAMAN,Twilight Drake,1037,197,61
MAGE,Wretched Tiller,42398,197,59
PRIEST,Ghastly Conjurer,42718,197,75
PRIEST,Hyldnir Frostrider,45377,197,87
PRIEST,Tar Lord,41881,197,102
SHAMAN,Dark Iron Dwarf,348,197,82
ROGUE,Snipe,814,196,93
PRIEST,Shadowflame,147,196,89
SHAMAN,Pompous Thespian,39476,196,86
HUNTER,Fen Creeper,602,196,48
PRIEST,Biteweed,41216,196,99
WARLOCK,Potion of Polymorph,40409,196,78
ROGUE,Crackling Razormaw,41358,196,94
PRIEST,Grimscale Oracle,510,196,77
DRUID,Tinkmaster Overspark,570,196,74
ROGUE,Drygulch Jailor,46007,195,92
MAGE,Faceless Shambler,38569,195,80
WARLOCK,Choose Your Path,42881,195,101
DRUID,Spiked Hogrider,40700,195,99
HUNTER,Menagerie Magician,39269,195,105
PRIEST,Multi-Shot,292,194,114
PRIEST,Bloodworm,45329,194,67
MAGE,Soulfire,974,194,101
MAGE,Tuskarr Fisherman,42775,194,67
MAGE,Explosive Trap,585,194,87
HUNTER,Murloc Raider,191,194,56
ROGUE,Venomstrike Trap,42525,194,91
PRIEST,The Boogeymonster,38895,194,73
DRUID,Nozdormu,411,194,89
HUNTER,Sewer Crawler,43345,194,57
MAGE,Flanking Strike,43357,194,103
SHAMAN,Dragonslayer,43486,194,82
ROGUE,Guild Recruiter,46069,194,45
ROGUE,Transmute Spirit,42982,194,76
ROGUE,Desperate Stand,42824,193,112
PRIEST,Abusive Sergeant,242,193,73
MAGE,Priest of the Feast,39442,193,93
WARLOCK,Felhunter,46277,193,151
MAGE,Blood-Queen Lana'thel,43064,192,97
PRIEST,Spirit Echo,41879,192,122
DRUID,Nerubian Prophet,38517,192,82
WARRIOR,Abusive Sergeant,242,192,57
ROGUE,"Ragnaros, Lightlord",38758,192,97
WARLOCK,Ancient Brewmaster,186,192,77
WARLOCK,Malygos,436,192,89
MAGE,Blessing of Kings,943,191,98
ROGUE,Tauren Warrior,45,191,53
DRUID,Emerald Reaver,41309,191,70
HUNTER,Earthen Ring Farseer,1651,191,74
MAGE,Void Ripper,46461,190,89
WARRIOR,Bright-Eyed Scout,41096,190,80
WARLOCK,Gruul,526,190,80
ROGUE,Dark Arakkoa,38882,190,82
ROGUE,Soul of the Forest,381,190,91
MAGE,Kobold Monk,46079,190,62
PALADIN,Baron Geddon,336,189,73
PRIEST,Emerald Hive Queen,41261,189,81
WARLOCK,Kabal Talonpriest,40432,189,95
PRIEST,Dragonling Mechanic,523,189,30
MAGE,Twisting Nether,859,189,81
HUNTER,Daring Reporter,40741,189,72
WARRIOR,Stoneskin Basilisk,43474,189,52
WARLOCK,Meteor,41878,189,95
PRIEST,Elder Longneck,41086,188,87
DRUID,Volatile Elemental,41524,188,55
WARLOCK,Freezing Potion,40324,188,70
WARLOCK,Nesting Roc,41305,188,74
WARLOCK,Blazecaller,41928,188,101
MAGE,Mire Keeper,38718,188,61
PRIEST,Tower Shield +10,45770,188,89
PALADIN,Flesheating Ghoul,397,188,61
HUNTER,Crazed Alchemist,801,188,73
DRUID,Tainted Zealot,46103,188,63
MAGE,Acherus Veteran,42773,188,61
WARRIOR,Don Han'Cho,40703,187,74
DRUID,Naga Corsair,40889,187,90
ROGUE,Eye for an Eye,462,187,59
WARLOCK,Grim Necromancer,42438,187,54
PRIEST,Runed Shield,45773,187,115
MAGE,Devour Mind,42566,187,102
ROGUE,Scavenging Hyena,1281,187,70
DRUID,"Hemet, Jungle Hunter",41885,187,68
SHAMAN,Arcane Anomaly,39215,186,53
HUNTER,Questing Adventurer,791,186,72
PALADIN,Kobold Apprentice,45929,186,45
ROGUE,Grimscale Chum,40531,186,81
PRIEST,Hozen Healer,40344,186,76
ROGUE,Cyclopian Horror,39041,186,62
ROGUE,Elixir of Life,45751,186,87
MAGE,Scaled Nightmare,38832,186,96
PRIEST,Blood Knight,755,186,89
SHAMAN,Kobold Apprentice,45929,186,44
MAGE,Murloc Warleader,1063,185,76
WARLOCK,"Sherazin, Corpse Flower",41218,185,98
PRIEST,Scarlet Crusader,642,185,44
PRIEST,Emerald Spellstone,43362,185,117
MAGE,Mayor Noggenfogger,40955,185,69
PRIEST,Prince Valanar,45342,185,78
ROGUE,Spreading Plague,42656,185,51
SHAMAN,Silver Hand Knight,69,184,61
PRIEST,Violet Teacher,1029,184,65
ROGUE,Mogu'shan Warden,700,184,49
PRIEST,Arcanite Reaper,304,184,140
PRIEST,Wretched Tiller,42398,184,62
MAGE,Power Word: Tentacles,38426,184,98
MAGE,Swashburglar,39698,184,86
HUNTER,Murloc Tidecaller,475,184,83
SHAMAN,Tauren Warrior,45,184,54
PALADIN,Nerubian Unraveler,42791,183,89
HUNTER,Youthful Brewmaster,415,183,59
PALADIN,Twilight Summoner,38833,183,72
DRUID,Cursed Revenant,45592,183,101
PRIEST,Jade Swarmer,40697,183,96
WARLOCK,"Finja, the Flying Star",40803,183,65
ROGUE,Unleash the Hounds,1243,183,62
MAGE,Gentle Megasaur,41265,183,83
PRIEST,Vinecleaver,41859,183,127
DRUID,Leper Gnome,658,183,62
ROGUE,Snake Trap,455,183,80
WARLOCK,Mana Bind,41158,183,95
PALADIN,Spawn of N'Zoth,38797,183,84
PRIEST,Fire Plume Harbinger,41107,183,91
PRIEST,"Grumble, Worldshaker",45995,182,117
SHAMAN,Giant Mastodon,41242,182,69
MAGE,Astral Tiger,43304,182,84
SHAMAN,Mogu'shan Warden,700,182,57
PRIEST,Corrupting Mist,41871,182,71
MAGE,Tracking,1047,182,63
DRUID,Arcane Anomaly,39215,182,83
DRUID,Razorpetal,41206,182,82
MAGE,Scorp-o-matic,43453,182,71
SHAMAN,Squirming Tentacle,39003,182,76
WARRIOR,Volatile Elemental,41524,182,49
DRUID,Bloodworm,45329,182,62
ROGUE,Vilefin Inquisitor,38227,181,84
DRUID,Primalfin Lookout,41478,181,76
SHAMAN,Fallen Sun Cleric,42777,181,58
DRUID,Sated Threshadon,41138,181,65
WARLOCK,Grimestreet Informant,40474,181,66
PRIEST,Leyline Spider,45869,181,86
MAGE,"Xaril, Poisoned Mind",38403,181,104
WARRIOR,Devilsaur Egg,41259,181,78
PALADIN,Golden Kobold,45727,181,66
ROGUE,Squirming Tentacle,39003,181,55
ROGUE,Ancient of Blossoms,40744,181,52
WARLOCK,Mind Vision,1099,181,90
PRIEST,"Xaril, Poisoned Mind",38403,181,75
PRIEST,Ravenous Pterrordax,41191,181,102
SHAMAN,Alexstrasza,581,180,82
SHAMAN,Master Swordsmith,351,180,63
ROGUE,Holy Wrath,435,180,73
DRUID,Master Swordsmith,351,180,72
PRIEST,Sinister Strike,710,180,116
SHAMAN,Hoarding Dragon,43507,180,65
ROGUE,Toxic Arrow,42648,180,52
ROGUE,Nerubian Prophet,38517,179,78
PRIEST,Sergeant Sally,41118,179,69
HUNTER,Fallen Sun Cleric,42777,179,67
ROGUE,Cave Hydra,43358,179,80
SHAMAN,Arfus,45366,179,54
DRUID,Wrathion,40603,179,59
DRUID,Pompous Thespian,39476,179,69
SHAMAN,Hogger,640,179,69
ROGUE,Webweave,42649,179,73
PRIEST,Tortollan Forager,41252,179,108
HUNTER,Friendly Bartender,40914,179,62
SHAMAN,Skelemancer,42328,179,62
WARLOCK,Pint-Sized Summoner,37,178,67
MAGE,Malkorok,38739,178,113
WARLOCK,Arcanologist,41153,178,72
ROGUE,Nat Pagle,1147,178,66
PALADIN,Voodoo Doctor,132,178,48
MAGE,Silver Vanguard,45287,178,51
PRIEST,Cult Apothecary,38888,178,58
ROGUE,Kobold Monk,46079,178,49
WARLOCK,Felhunter,46276,178,122
PRIEST,Emerald Reaver,41309,178,84
WARLOCK,Gravelsnout Knight,43528,178,69
ROGUE,Hunter's Mark,141,178,83
PRIEST,Mad Bomber,762,177,58
WARLOCK,Toothy Chest,43489,177,62
SHAMAN,Arcanosmith,39491,177,76
MAGE,Hyldnir Frostrider,45377,177,68
ROGUE,Defias Bandit,488,177,78
WARRIOR,Drakkari Enchanter,45309,177,81
MAGE,Al'Akir the Windlord,32,177,114
ROGUE,Primalfin Champion,41866,176,81
WARLOCK,Baron Geddon,336,176,69
WARLOCK,Unstable Evolution,45904,176,104
ROGUE,Lakkari Felhound,41873,176,25
ROGUE,Lesser Diamond Spellstone,46307,176,61
ROGUE,Force of Nature,493,176,63
PRIEST,Emperor Cobra,1098,176,56
WARLOCK,Greater Healing Potion,40375,176,78
WARRIOR,Mithril Golem,46076,176,68
MAGE,Sonya Shadowdancer,45263,176,106
ROGUE,Friendly Bartender,40914,176,43
ROGUE,The Final Seal,46034,175,76
HUNTER,Scarlet Crusader,642,175,56
PRIEST,Primalfin Lookout,41478,175,80
ROGUE,Savagery,481,175,62
ROGUE,The Four Horsemen,43013,175,73
WARLOCK,Molten Reflection,41690,175,102
WARLOCK,Cho'gall,38464,174,78
ROGUE,Zarog's Crown,43180,174,78
WARLOCK,The Voraxx,41913,174,79
WARLOCK,Shadow Ascendant,42574,174,86
ROGUE,Infested Wolf,38734,174,80
WARLOCK,Demolisher,979,174,62
MAGE,Tyrantus,41954,174,111
PRIEST,Shadowcaster,38876,174,99
PRIEST,Grievous Bite,41350,174,75
DRUID,Cyclopian Horror,39041,174,60
PALADIN,Ozruk,41294,173,64
ROGUE,Skull of the Man'ari,46299,173,38
MAGE,Southsea Captain,680,173,76
PALADIN,Gurubashi Berserker,768,173,39
ROGUE,Elixir of Purity,45753,173,104
ROGUE,Frostwolf Warlord,496,172,51
PRIEST,Drygulch Jailor,46007,172,81
MAGE,Madam Goya,41841,172,75
ROGUE,Call to Arms,43384,172,76
HUNTER,Ysera Awakens,301,172,114
MAGE,Spellweaver,45378,172,59
WARLOCK,Firelands Portal,39715,172,83
MAGE,Consecration,476,172,91
HUNTER,C'Thun,38857,171,59
PALADIN,Deathspeaker,42394,171,63
SHAMAN,Nesting Roc,41305,171,62
HUNTER,Moat Lurker,39465,171,58
ROGUE,Grimestreet Protector,40295,170,81
DRUID,Jade Golem,42107,170,81
MAGE,Core Hound,1687,170,47
PRIEST,Obsidian Shard,41213,169,93
SHAMAN,Alarm-o-Bot,1658,169,61
ROGUE,Stranglethorn Tiger,68,169,58
ROGUE,Raptor,41248,169,86
HUNTER,Validated Doomsayer,38669,169,80
MAGE,Stormwind Knight,622,169,46
SHAMAN,Tuskarr Fisherman,42775,169,75
PALADIN,Raging Worgen,1155,168,57
PRIEST,Feral Rage,38334,168,95
ROGUE,Secretkeeper,158,168,65
WARLOCK,Sunkeeper Tarim,41145,168,80
ROGUE,White Eyes,40486,168,84
MAGE,Don Han'Cho,40703,168,92
SHAMAN,Noble Sacrifice,584,168,58
WARRIOR,Alarm-o-Bot,1658,168,69
WARLOCK,Biteweed,41216,168,72
PRIEST,Leokk,226,168,95
WARLOCK,Shimmering Tempest,41927,168,86
DRUID,Scarlet Crusader,642,168,48
PALADIN,Charged Devilsaur,41286,168,74
SHAMAN,Tinkmaster Overspark,570,167,70
SHAMAN,Doomcaller,38795,167,58
WARLOCK,Auctionmaster Beardo,40605,167,70
DRUID,The Second Seal,46038,167,74
MAGE,Darkshire Councilman,38452,167,86
MAGE,Malchezaar's Imp,39740,167,81
WARRIOR,Acherus Veteran,42773,167,67
MAGE,Grimscale Chum,40531,167,83
ROGUE,Kazakus Potion,41604,166,68
HUNTER,Twilight Drake,1037,166,57
PRIEST,Tidal Surge,41521,166,89
MAGE,Coldlight Seer,453,166,69
WARLOCK,Hallucination,42011,166,65
PALADIN,Wondrous Wand,45726,166,87
WARRIOR,Archmage,525,166,21
WARLOCK,Duskbreaker,45899,166,68
HUNTER,Gravelsnout Knight,43528,166,50
MAGE,Lesser Jasper Spellstone,43288,166,72
WARLOCK,Radiant Elemental,41176,165,82
PALADIN,Sunborne Val'kyr,42440,165,63
DRUID,Sewer Crawler,43345,165,48
DRUID,Tauren Warrior,45,165,49
ROGUE,Celestial Dreamer,40404,165,81
MAGE,"Shaku, the Collector",40905,165,93
PRIEST,Snake Trap,455,165,80
SHAMAN,"Azari, the Devourer",46033,165,102
SHAMAN,Worgen Infiltrator,994,165,45
DRUID,Dragonling Mechanic,523,165,33
MAGE,Counterfeit Coin,40437,164,94
WARRIOR,Giant Wasp,41328,164,51
MAGE,Shifting Shade,39034,164,78
ROGUE,Rat Pack,40428,164,60
MAGE,Grommash Hellscream,338,164,99
WARRIOR,Harvest Golem,778,164,35
PRIEST,Rhok'delar,43369,164,103
WARLOCK,Binding Heal,41170,164,82
HUNTER,Bog Creeper,38534,163,48
PALADIN,Mad Bomber,762,163,50
PRIEST,Zoobot,39839,163,94
DRUID,Squirming Tentacle,39003,163,56
ROGUE,Swamp King Dred,41366,163,81
WARRIOR,Grave Shambler,42780,163,38
SHAMAN,Drakkari Enchanter,45309,163,60
HUNTER,Fire Plume Phoenix,41260,163,64
MAGE,Cho'gall,38464,163,96
MAGE,Spikeridged Steed,41864,163,96
MAGE,Rotface,42630,163,97
MAGE,Validated Doomsayer,38669,163,84
WARLOCK,Frostbolt,662,163,69
PRIEST,Flamewreathed Faceless,38263,163,93
WARLOCK,Babbling Book,39169,163,78
SHAMAN,Ravasaur Runt,41137,162,53
PALADIN,Nerubian Prophet,38517,162,70
MAGE,Jade Lightning,40455,162,88
WARLOCK,Astral Tiger,43304,162,63
PRIEST,Earth Elemental,1141,162,87
PALADIN,Scaled Nightmare,38832,162,68
ROGUE,Wisps of the Old Gods,38655,162,104
MAGE,Felfire Potion,40517,162,63
MAGE,Evolved Kobold,38408,161,50
PALADIN,Demolisher,979,161,53
WARRIOR,Gruul,526,161,72
MAGE,Greater Amethyst Spellstone,43276,161,74
SHAMAN,Scarlet Crusader,642,161,51
ROGUE,Darkscale Healer,582,161,39
MAGE,Darkshire Alchemist,38764,161,79
PRIEST,White Eyes,40486,161,88
PALADIN,Midnight Drake,38957,160,57
ROGUE,Jade Golem,42102,160,87
DRUID,Mindbreaker,45314,160,61
SHAMAN,Scorp-o-matic,43453,160,58
HUNTER,Tinkmaster Overspark,570,159,52
ROGUE,Faceless Shambler,38569,159,54
WARLOCK,Silence,1189,159,72
MAGE,King Mosh,41425,159,86
DRUID,Silver Hand Recruit,1652,159,76
MAGE,Street Trickster,40213,159,71
WARRIOR,Hogger,640,159,62
PRIEST,Cult Master,811,159,50
ROGUE,Exploding Bloatbat,42320,159,58
PRIEST,Eye for an Eye,462,159,65
PRIEST,Eldritch Horror,38522,159,61
PRIEST,Evolving Spores,40991,159,98
DRUID,Friendly Bartender,40914,159,51
ROGUE,Sea Giant,211,158,52
ROGUE,Guardian of Kings,1068,158,84
WARRIOR,Bilefin Tidehunter,38538,158,38
WARLOCK,Doomcaller,38795,158,68
ROGUE,Ironbark Protector,205,158,64
MAGE,Wandering Monster,43359,158,68
ROGUE,Kazakus Potion,41603,158,73
ROGUE,Crushing Walls,46450,158,53
ROGUE,Scorp-o-matic,43453,158,51
ROGUE,Uther of the Ebon Blade,43406,158,84
ROGUE,Elixir of Hope,45757,158,89
ROGUE,Tundra Rhino,699,158,65
MAGE,"Ragnaros, Lightlord",38758,158,99
SHAMAN,Friendly Bartender,40914,157,47
ROGUE,Shield Block,1023,157,82
MAGE,Herald Volazj,38922,157,92
WARLOCK,Mindgames,145,157,68
ROGUE,Knuckles,40678,157,71
WARLOCK,Archmage,525,157,26
PRIEST,Feral Spirit,238,157,83
PRIEST,"Ixlid, Fungal Lord",45859,157,87
ROGUE,Hidden Cache,40339,157,56
ROGUE,Savannah Highmane,1261,157,80
WARLOCK,Power Word: Shield,613,156,78
ROGUE,Coldlight Seer,453,156,78
ROGUE,Klaxxi Amber-Weaver,38621,156,65
ROGUE,Pilfered Power,40401,156,73
ROGUE,Gurubashi Berserker,768,155,32
ROGUE,Call of the Wild,38727,155,100
PALADIN,Captain Greenskin,456,155,64
HUNTER,Corpsetaker,46102,155,52
WARLOCK,Counterspell,113,155,83
PRIEST,Assassinate,345,155,80
WARRIOR,Dragonslayer,43486,155,47
PRIEST,Terrorscale Stalker,41304,155,74
DRUID,Voodoo Doctor,132,154,24
ROGUE,Stand Against Darkness,38843,154,62
WARRIOR,Pyros,41162,154,80
WARLOCK,"Deathwing, Dragonlord",38943,154,83
DRUID,Leatherclad Hogleader,40613,154,80
SHAMAN,Illidan Stormrage,556,154,65
PALADIN,Kobold Monk,46079,154,54
SHAMAN,Gurubashi Berserker,768,154,43
MAGE,Flesheating Ghoul,397,154,40
WARLOCK,"Nat, the Darkfisher",39046,154,54
MAGE,Ebon Dragonsmith,43465,153,67
ROGUE,Frost Elemental,512,153,46
ROGUE,Steward of Darkshire,38911,153,75
SHAMAN,Zarog's Crown,43180,153,81
MAGE,Shadow Bolt,914,153,69
PRIEST,Red Mana Wyrm,40281,153,58
MAGE,Onyx Bishop,39374,153,83
PRIEST,Jasper Spellstone,43289,153,57
WARLOCK,Arcane Artificer,45590,153,63
PRIEST,Kathrena Winterwisp,46390,153,80
