predator_class,predator_name,num_patches_killed
HUNTER,Jade Spirit,1
WARRIOR,Ancient of Lore,1
MAGE,Pint-Sized Summoner,1
WARRIOR,Priestess of Elune,1
MAGE,Infernal,1
WARRIOR,Nightblade,1
PRIEST,Infested Wolf,1
DRUID,Illidan Stormrage,1
PRIEST,Fireguard Destroyer,1
HUNTER,Starving Buzzard,1
ROGUE,Fjola Lightbane,1
PRIEST,Orgrimmar Aspirant,1
SHAMAN,Sheep,1
PRIEST,Ancient Mage,1
SHAMAN,The Boogeymonster,1
ROGUE,Gormok the Impaler,1
WARLOCK,Aldor Peacekeeper,1
ROGUE,Servant of Yogg-Saron,1
DRUID,King's Elekk,1
ROGUE,Ancient Harbinger,1
DRUID,Gruul,1
SHAMAN,Shadowcaster,1
DRUID,Flame Imp,1
SHAMAN,Mire Keeper,1
HUNTER,Lady Liadrin,1
WARLOCK,Spawn of N'Zoth,1
MAGE,Ironbeak Owl,1
WARRIOR,Sideshow Spelleater,1
MAGE,Undercity Valiant,1
WARRIOR,Damaged Golem,1
PALADIN,Hungry Crab,1
WARRIOR,Ivory Knight,1
PRIEST,Young Dragonhawk,1
DRUID,Evolved Kobold,1
PRIEST,Unbound Elemental,1
HUNTER,Doppelgangster,1
ROGUE,Summoning Portal,1
MAGE,Ravenholdt Assassin,1
ROGUE,Chillwind Yeti,1
PRIEST,Sheep,1
SHAMAN,Whelp,1
PRIEST,Keeper of the Grove,1
SHAMAN,Twilight Elder,1
ROGUE,Angry Chicken,1
WARLOCK,Wrathion,1
SHAMAN,Golden Monkey,1
WARRIOR,Bomb Squad,1
SHAMAN,Auchenai Soulpriest,1
DRUID,Coldlight Seer,1
WARLOCK,Violet Apprentice,1
DRUID,Spiked Hogrider,1
WARLOCK,Ancient Brewmaster,1
MAGE,Faceless Destroyer,1
WARRIOR,Squirming Tentacle,1
MAGE,Auchenai Soulpriest,1
WARRIOR,Maelstrom Portal,1
PALADIN,Tournament Medic,1
DRUID,Reliquary Seeker,1
PRIEST,Thunder Bluff Valiant,1
DRUID,Healing Totem,1
PRIEST,Secretkeeper,1
DRUID,Grotesque Dragonhawk,1
PRIEST,Void Crusher,1
HUNTER,Tauren Warrior,1
ROGUE,Pit Lord,1
HUNTER,"Nat, the Darkfisher",1
SHAMAN,Ancient Mage,1
MAGE,Lord of the Arena,1
WARLOCK,Obsidian Destroyer,1
WARRIOR,Thing from Below,1
WARLOCK,Scaled Nightmare,1
WARRIOR,Arch-Thief Rafaam,1
WARRIOR,Icehowl,1
DRUID,Teapot,1
DRUID,Eternal Sentinel,1
DRUID,Dark Peddler,1
PALADIN,Frost Elemental,1
MAGE,Whelp,1
PALADIN,Servant of Yogg-Saron,1
MAGE,Eydis Darkbane,1
ROGUE,Amani Berserker,1
MAGE,Murloc Tidecaller,1
SHAMAN,Crazed Worshipper,1
PRIEST,Argent Protector,1
SHAMAN,Cyclopian Horror,1
WARLOCK,Firelands Portal,1
PALADIN,Dispatch Kodo,1
MAGE,King's Elekk,1
PRIEST,Mogor's Champion,1
WARLOCK,Guardian of Kings,1
PRIEST,Blowgill Sniper,1
WARRIOR,Grand Crusader,1
WARLOCK,River Crocolisk,1
DRUID,Druid of the Saber,1
WARRIOR,Frog,1
DRUID,Stormwind Knight,1
DRUID,Imp,1
MAGE,Grimestreet Pawnbroker,1
DRUID,Djinni of Zephyrs,1
PALADIN,Whelp,1
HUNTER,Anubisath Sentinel,1
PALADIN,Injured Kvaldir,1
MAGE,Candle,1
ROGUE,Void Terror,1
PRIEST,Maiden of the Lake,1
SHAMAN,Jade Swarmer,1
PRIEST,Big Bad Wolf,1
SHAMAN,Scarab,1
ROGUE,Imp Master,1
WARLOCK,Archmage Antonidas,1
ROGUE,Murloc Tidecaller,1
WARRIOR,Twilight Geomancer,1
SHAMAN,Unearthed Raptor,1
DRUID,Shadowcaster,1
SHAMAN,Boulderfist Ogre,1
MAGE,Doomcaller,1
SHAMAN,Void Terror,1
MAGE,Darkshire Councilman,1
WARLOCK,Emperor Cobra,1
PRIEST,Ethereal Arcanist,1
WARLOCK,Forked Lightning,1
PRIEST,Dark Arakkoa,1
WARLOCK,Hungry Dragon,1
ROGUE,Jungle Moonkin,1
WARRIOR,Scavenging Hyena,1
ROGUE,Drakonid Crusher,1
WARRIOR,Streetwise Investigator,1
ROGUE,Tournament Medic,1
DRUID,Magnataur Alpha,1
ROGUE,Big Game Hunter,1
HUNTER,Warhorse Trainer,1
SHAMAN,Huffer,1
MAGE,Wicked Witchdoctor,1
WARLOCK,Ancient of Blossoms,1
PRIEST,Murloc Knight,1
DRUID,Sheep,1
ROGUE,Giant Sand Worm,1
HUNTER,Hellfire,1
SHAMAN,Master of Ceremonies,1
HUNTER,Core Rager,1
WARLOCK,Grim Patron,1
MAGE,Grimscale Oracle,1
WARRIOR,Dreadsteed,1
PALADIN,River Crocolisk,1
WARRIOR,Spiteful Smith,1
PALADIN,Ancient of War,1
WARRIOR,Sunfury Protector,1
PALADIN,Saboteur,1
HUNTER,Earth Elemental,1
PALADIN,Icehowl,1
HUNTER,Kodorider,1
PALADIN,Medivh's Valet,1
MAGE,Coliseum Manager,1
PALADIN,Questing Adventurer,1
MAGE,Frost Elemental,1
PRIEST,Big Game Hunter,1
PALADIN,Snake,1
PRIEST,Ironfur Grizzly,1
PALADIN,Young Priestess,1
PRIEST,Grimscale Oracle,1
PALADIN,Twisted Worgen,1
PRIEST,Darkscale Healer,1
PRIEST,Herald Volazj,1
ROGUE,Brave Archer,1
PRIEST,Tournament Attendee,1
SHAMAN,Venture Co. Mercenary,1
PRIEST,Master of Evolution,1
SHAMAN,Maiden of the Lake,1
ROGUE,Boar,1
WARLOCK,Eternal Sentinel,1
SHAMAN,Southsea Squidface,1
WARLOCK,Faceless Destroyer,1
WARLOCK,Flametongue Totem,1
WARRIOR,Shadowfiend,1
WARRIOR,Volcanic Drake,1
HUNTER,Darkspeaker,1
DRUID,Midnight Drake,1
MAGE,Kun the Forgotten King,1
HUNTER,Violet Teacher,1
MAGE,Light's Champion,1
MAGE,Celestial Dreamer,1
PALADIN,Frog,1
MAGE,Rascally Runt,1
PRIEST,Backroom Bouncer,1
PALADIN,Jade Golem,1
ROGUE,Temple Enforcer,1
PALADIN,Priest of the Feast,1
SHAMAN,Savannah Highmane,1
PALADIN,Tanaris Hogchopper,1
WARLOCK,Am'gam Rager,1
PRIEST,Axe Flinger,1
WARLOCK,Secretkeeper,1
PRIEST,Jungle Panther,1
WARRIOR,Naga Sea Witch,1
WARLOCK,Knight of the Wild,1
HUNTER,Spellslinger,1
WARRIOR,Armored Warhorse,1
HUNTER,Coldlight Oracle,1
DRUID,Fierce Monkey,1
PALADIN,Patient Assassin,1
DRUID,Streetwise Investigator,1
PALADIN,Tournament Attendee,1
DRUID,Lord Jaraxxus,1
PALADIN,Mayor Noggenfogger,1
MAGE,Core Hound,1
PRIEST,Armored Warhorse,1
PALADIN,Tinkmaster Overspark,1
SHAMAN,Mogu'shan Warden,1
PRIEST,Ancient of Blossoms,1
SHAMAN,Shadowfiend,1
ROGUE,Malchezaar's Imp,1
WARLOCK,Arathi Weaponsmith,1
WARLOCK,Windspeaker,1
WARLOCK,Southsea Squidface,1
SHAMAN,Fencing Coach,1
WARRIOR,Angry Chicken,1
DRUID,Raza the Chained,1
WARRIOR,Ancient Shade,1
MAGE,Perdition's Blade,1
WARRIOR,Imp Master,1
MAGE,Backstreet Leper,1
DRUID,Tuskarr Jouster,1
MAGE,Worthless Imp,1
DRUID,Druid of the Flame,1
ROGUE,Book Wyrm,1
MAGE,Cat in a Hat,1
SHAMAN,Medivh's Valet,1
PALADIN,Scavenging Hyena,1
SHAMAN,Animated Armor,1
PALADIN,Grotesque Dragonhawk,1
WARLOCK,Dragonhawk Rider,1
PALADIN,Jade Golem,1
WARRIOR,Treant,1
SHAMAN,"Ragnaros, Lightlord",1
WARRIOR,Northshire Cleric,1
SHAMAN,Faceless Shambler,1
PALADIN,War Golem,1
SHAMAN,Pit Fighter,1
PRIEST,Bloodsail Corsair,1
WARLOCK,Kvaldir Raider,1
ROGUE,Keeper of Uldaman,1
WARLOCK,Jungle Moonkin,1
WARLOCK,Jade Golem,1
WARLOCK,Fireguard Destroyer,1
WARLOCK,Warhorse Trainer,1
DRUID,Shaky Zipgunner,1
WARLOCK,Druid of the Claw,1
DRUID,War Golem,1
WARLOCK,Undercity Valiant,1
DRUID,"Deathwing, Dragonlord",1
WARLOCK,Gnomish Inventor,1
MAGE,Midnight Drake,1
DRUID,Cult Sorcerer,1
PALADIN,Duskboar,1
DRUID,Lightspawn,1
PALADIN,Millhouse Manastorm,1
HUNTER,Webspinner,1
PALADIN,Hyena,1
MAGE,Doomsayer,1
PALADIN,Ironbeak Owl,1
PALADIN,Rat Pack,1
PRIEST,Wrathguard,1
SHAMAN,Millhouse Manastorm,1
SHAMAN,Recruiter,1
WARLOCK,Revenge,1
WARLOCK,Grimy Gadgeteer,1
WARLOCK,Backstreet Leper,1
WARLOCK,Nozdormu,1
WARRIOR,Silithid Swarmer,1
DRUID,Crazed Alchemist,1
WARRIOR,Silent Knight,1
DRUID,Kobold Geomancer,1
DRUID,Fel Orc Soulfiend,1
DRUID,Mountain Giant,1
DRUID,Violet Illusionist,1
PALADIN,Inner Rage,1
DRUID,Ethereal Conjurer,1
PRIEST,Webspinner,1
HUNTER,Volcanic Lumberer,1
PRIEST,Stoneclaw Totem,1
ROGUE,Tiny Knight of Evil,1
ROGUE,Kabal Talonpriest,1
ROGUE,Bloodfen Raptor,1
ROGUE,Murloc Knight,1
ROGUE,Validated Doomsayer,1
ROGUE,Possessed Villager,1
ROGUE,Grimestreet Outfitter,1
SHAMAN,Faceless Summoner,1
ROGUE,Flametongue Totem,1
SHAMAN,Darkshire Librarian,1
ROGUE,Nat Pagle,1
WARLOCK,Master of Ceremonies,1
WARLOCK,Grimestreet Enforcer,1
WARRIOR,Mire Keeper,1
WARLOCK,Hooded Acolyte,1
WARRIOR,Defender,1
DRUID,Kabal Talonpriest,1
WARRIOR,Princess Huhuran,1
DRUID,Baine Bloodhoof,1
DRUID,Orgrimmar Aspirant,1
HUNTER,Young Dragonhawk,1
DRUID,Ancient Mage,1
HUNTER,Steward,1
DRUID,Onyx Bishop,1
MAGE,"Xaril, Poisoned Mind",1
DRUID,Aldor Peacekeeper,1
MAGE,Cho'gall,1
DRUID,Spiteful Smith,1
PRIEST,Temple Enforcer,1
MAGE,War Golem,1
PRIEST,Demolisher,1
MAGE,Jade Golem,1
ROGUE,Murloc Tidehunter,1
MAGE,Drakonid Crusher,1
SHAMAN,Armorsmith,1
PRIEST,Shady Dealer,1
WARLOCK,Frigid Snobold,1
PRIEST,Bilefin Tidehunter,1
WARRIOR,Menagerie Magician,1
PRIEST,Pit Fighter,1
WARRIOR,Argent Watchman,1
PRIEST,Krul the Unshackled,1
WARRIOR,Raid Leader,1
PRIEST,Tuskarr Jouster,1
DRUID,Twilight Darkmender,1
ROGUE,Voodoo Doctor,1
HUNTER,Bilefin Tidehunter,1
ROGUE,Grand Crusader,1
PALADIN,Avian Watcher,1
ROGUE,Spellbender,1
PRIEST,Spellslinger,1
SHAMAN,Druid of the Claw,1
PRIEST,Arcane Giant,1
SHAMAN,"Hogger, Doom of Elwynn",1
ROGUE,Felguard,1
WARLOCK,Steward,1
ROGUE,Steward,1
WARRIOR,SI:7 Agent,1
WARRIOR,Murloc Raider,1
DRUID,Darkscale Healer,1
WARRIOR,Kabal Talonpriest,1
PRIEST,Fandral Staghelm,1
WARRIOR,Duskboar,1
SHAMAN,Friendly Bartender,1
PRIEST,Grumbly Runt,1
SHAMAN,Validated Doomsayer,1
PRIEST,Knife Juggler,1
SHAMAN,Moroes,1
DRUID,Ooze,1
WARRIOR,Aberrant Berserker,1
PRIEST,Golden Monkey,1
WARRIOR,Spirit Wolf,1
PRIEST,Mukla's Champion,1
WARRIOR,Ancient of Blossoms,1
PRIEST,Kooky Chemist,1
WARRIOR,Chillwind Yeti,1
PRIEST,Rat Pack,1
DRUID,Squirrel,1
SHAMAN,Murloc Knight,1
DRUID,Murloc Raider,1
SHAMAN,Princess Huhuran,1
HUNTER,Saboteur,1
SHAMAN,Stampeding Kodo,1
PALADIN,Sleep with the Fishes,1
WARRIOR,Virmen Sensei,1
PALADIN,Daring Reporter,1
WARRIOR,"Mukla, Tyrant of the Vale",1
PRIEST,Jade Golem,1
DRUID,Armorsmith,1
ROGUE,Starving Buzzard,1
DRUID,Grim Patron,1
ROGUE,Midnight Drake,1
DRUID,Pompous Thespian,1
SHAMAN,Grook Fu Master,1
HUNTER,Gnoll,1
SHAMAN,Dragonhawk Rider,1
PALADIN,Squirrel,1
WARLOCK,Dalaran Aspirant,1
PRIEST,Ancient Shieldbearer,1
WARLOCK,Infested Wolf,1
PRIEST,Gadgetzan Ferryman,1
DRUID,The Boogeymonster,1
ROGUE,Prince Malchezaar,1
DRUID,Medivh's Valet,1
ROGUE,Demolisher,1
HUNTER,Cyclopian Horror,1
SHAMAN,Doomsayer,1
MAGE,Violet Illusionist,1
WARLOCK,Grommash Hellscream,1
ROGUE,Clockwork Knight,1
WARLOCK,Raid Leader,1
ROGUE,Lord of the Arena,1
WARRIOR,Sheep,1
SHAMAN,Anub'arak,1
DRUID,Temple Enforcer,1
WARLOCK,Murloc Razorgill,1
MAGE,Runic Egg,1
DRUID,Unlicensed Apothecary,1
MAGE,Hungry Crab,1
DRUID,Alleycat,1
PALADIN,Voodoo Doctor,1
MAGE,Mirror Image,1
PRIEST,Lance Carrier,1
PALADIN,Tauren Warrior,1
ROGUE,Cabal Shadow Priest,1
PALADIN,Orgrimmar Aspirant,1
ROGUE,Drain Life,1
PALADIN,Dark Arakkoa,1
ROGUE,Onyx Bishop,1
PRIEST,Evil Heckler,1
ROGUE,Dreadscale,1
PRIEST,Dragon Consort,1
ROGUE,Teapot,1
ROGUE,Mana Wyrm,1
SHAMAN,Dalaran Aspirant,1
SHAMAN,Mysterious Challenger,1
WARLOCK,Duskboar,1
SHAMAN,Kabal Chemist,1
WARLOCK,Summoning Portal,1
HUNTER,Argent Watchman,1
DRUID,Young Priestess,1
PRIEST,Angry Chicken,1
MAGE,Friendly Bartender,1
ROGUE,Secretkeeper,1
ROGUE,Fandral Staghelm,1
ROGUE,Northshire Cleric,1
ROGUE,Mayor Noggenfogger,1
ROGUE,Skycap'n Kragg,1
SHAMAN,Shadow Strike,1
ROGUE,Mountain Giant,1
DRUID,Backroom Bouncer,1
SHAMAN,Grimestreet Pawnbroker,1
HUNTER,Sen'jin Shieldmasta,1
WARLOCK,"Shaku, the Collector",1
MAGE,Fist of Jaraxxus,1
WARRIOR,River Crocolisk,1
MAGE,Frostwolf Grunt,1
WARRIOR,Unearthed Raptor,1
PRIEST,The Mistcaller,1
DRUID,Southsea Deckhand,1
ROGUE,Kabal Chemist,1
DRUID,Kazakus,1
ROGUE,Hammer of Wrath,1
MAGE,Houndmaster,1
SHAMAN,Arcanosmith,1
MAGE,Ivory Knight,1
WARLOCK,Jeweled Scarab,1
MAGE,Arch-Thief Rafaam,1
WARRIOR,Edwin VanCleef,1
PRIEST,"Ragnaros, Lightlord",1
WARRIOR,Confessor Paletress,1
ROGUE,Jade Behemoth,1
PALADIN,Pompous Thespian,1
SHAMAN,Silver Hand Regent,1
PRIEST,Undercity Valiant,1
SHAMAN,Lance Carrier,1
PRIEST,Virmen Sensei,1
WARLOCK,Brave Archer,1
WARLOCK,Patient Assassin,1
WARLOCK,Faceless Summoner,1
WARRIOR,Kindly Grandmother,1
WARLOCK,Ancient Harbinger,1
MAGE,Crowd Favorite,1
WARRIOR,Cloaked Huntress,1
ROGUE,Mana Addict,1
WARRIOR,Boneguard Lieutenant,1
PALADIN,Shattered Sun Cleric,1
DRUID,Angry Chicken,1
PALADIN,Bloodhoof Brave,1
DRUID,Eater of Secrets,1
PRIEST,Pit Lord,1
MAGE,Magma Rager,1
ROGUE,Soggoth the Slitherer,1
PALADIN,Gnoll,1
SHAMAN,Gormok the Impaler,1
PALADIN,Nerubian Prophet,1
WARRIOR,Hallazeal the Ascended,1
PRIEST,Murloc Razorgill,1
DRUID,Draenei Totemcarver,1
ROGUE,Sheep,1
MAGE,Dragonhawk Rider,1
ROGUE,Demented Frostcaller,1
MAGE,Gadgetzan Socialite,1
WARLOCK,Broom,1
PALADIN,Master Swordsmith,1
WARLOCK,Argent Protector,1
PALADIN,Fiery Bat,1
WARRIOR,Emperor Cobra,1
PALADIN,Undercity Valiant,1
WARRIOR,Kazakus,1
PRIEST,Gnoll,1
WARRIOR,Menagerie Warden,1
PRIEST,Shifter Zerus,1
DRUID,Jade Golem,1
ROGUE,Dragonhawk Rider,1
HUNTER,Jeweled Scarab,1
WARLOCK,Cutpurse,1
HUNTER,Malygos,1
WARLOCK,Northshire Cleric,1
HUNTER,Twilight Elder,1
WARRIOR,Eydis Darkbane,1
MAGE,Zoobot,1
DRUID,Thrallmar Farseer,1
MAGE,Draenei Totemcarver,1
DRUID,Laughing Sister,1
MAGE,Twisted Worgen,1
MAGE,Dispatch Kodo,1
PALADIN,Spawn of N'Zoth,1
MAGE,Sea Reaver,1
PRIEST,Arcanosmith,1
PALADIN,Spider,1
SHAMAN,Addled Grizzly,1
PRIEST,Shattered Sun Cleric,1
WARLOCK,Eviscerate,1
PRIEST,Grimestreet Pawnbroker,1
WARLOCK,Ethereal Conjurer,1
SHAMAN,Malkorok,1
MAGE,Jade Golem,1
WARLOCK,Shado-Pan Rider,1
PALADIN,Dragonkin Sorcerer,1
WARLOCK,Twilight Summoner,1
PALADIN,Swashburglar,1
WARRIOR,Arcane Missiles,1
ROGUE,Dreadsteed,1
DRUID,Am'gam Rager,1
ROGUE,Garrosh Hellscream,1
DRUID,Doomsayer,1
ROGUE,Ethereal Arcanist,1
MAGE,Don Han'Cho,1
SHAMAN,Mayor Noggenfogger,1
PALADIN,King Mukla,1
WARRIOR,Dragonhawk Rider,1
SHAMAN,Fossilized Devilsaur,1
WARRIOR,Am'gam Rager,1
SHAMAN,Emperor Cobra,1
SHAMAN,Gnoll,1
WARRIOR,Cenarius,1
WARRIOR,Mounted Raptor,1
HUNTER,Morgl the Oracle,1
DRUID,Crowd Favorite,1
MAGE,Wrathion,1
DRUID,River Crocolisk,1
MAGE,Cyclopian Horror,1
HUNTER,Fallen Hero,1
PALADIN,Auctionmaster Beardo,1
PALADIN,Dark Iron Dwarf,1
ROGUE,Kazakus,1
PRIEST,Tirion Fordring,1
ROGUE,Eadric the Pure,1
ROGUE,Kabal Lackey,1
ROGUE,Hungry Crab,1
SHAMAN,Cho'gall,1
WARLOCK,Shifter Zerus,1
WARLOCK,Boneguard Lieutenant,1
WARLOCK,Hallazeal the Ascended,1
WARRIOR,Wrathguard,1
WARRIOR,Dragon Consort,1
WARRIOR,Cho'gall,1
WARRIOR,Ancient Harbinger,1
HUNTER,Kor'kron Elite,1
DRUID,Broom,1
HUNTER,Beckoner of Evil,1
DRUID,Goldshire Footman,1
HUNTER,Silver Hand Regent,1
MAGE,Malchezaar's Imp,1
PRIEST,Lord Jaraxxus,1
MAGE,Bilefin Tidehunter,1
PRIEST,Faceless Manipulator,1
SHAMAN,Silvermoon Guardian,1
PRIEST,Squire,1
WARLOCK,Murloc Tidehunter,1
PRIEST,Grimestreet Smuggler,1
MAGE,"N'Zoth, the Corruptor",1
PRIEST,Frostwolf Grunt,1
PRIEST,Silver Hand Regent,1
ROGUE,"Deathwing, Dragonlord",1
WARRIOR,Mana Wraith,1
SHAMAN,Lightspawn,1
DRUID,Tournament Medic,1
SHAMAN,Arcane Giant,1
DRUID,Icky Tentacle,1
WARLOCK,Rat Pack,1
DRUID,Light's Champion,1
WARLOCK,Nightbane Templar,1
HUNTER,Tirion Fordring,1
WARLOCK,Spiked Hogrider,1
MAGE,Priestess of Elune,1
WARRIOR,Stranglethorn Tiger,1
PRIEST,Meanstreet Marshal,1
WARRIOR,Boar,1
PRIEST,Jade Golem,1
WARRIOR,Gadgetzan Ferryman,1
SHAMAN,Starving Buzzard,1
DRUID,Ironbeak Owl,1
SHAMAN,"Deathwing, Dragonlord",1
DRUID,Misha,1
WARRIOR,Kirin Tor Mage,1
MAGE,Hound,1
DRUID,Dispatch Kodo,1
MAGE,Fencing Coach,1
DRUID,"Xaril, Poisoned Mind",1
MAGE,Leokk,1
DRUID,Kodorider,1
PALADIN,Laughing Sister,1
HUNTER,Celestial Dreamer,1
PALADIN,Cult Apothecary,1
MAGE,Arcanosmith,1
PRIEST,Aviana,1
MAGE,Grimestreet Protector,1
ROGUE,Light's Champion,1
PRIEST,River Crocolisk,1
WARLOCK,Mana Geode,1
PRIEST,Steward,1
WARRIOR,King's Elekk,1
ROGUE,Knuckles,1
DRUID,Swashburglar,1
WARLOCK,Mire Keeper,1
DRUID,Emperor Cobra,1
WARLOCK,Maiden of the Lake,1
MAGE,Armorsmith,1
WARLOCK,Ram Wrangler,1
MAGE,Nightbane Templar,1
DRUID,Kor'kron Elite,1
PALADIN,Wyrmrest Agent,1
MAGE,Captured Jormungar,1
PALADIN,Obsidian Destroyer,1
PRIEST,Sapling,1
PRIEST,Eldritch Horror,1
SHAMAN,Kodorider,1
PRIEST,Princess Huhuran,1
WARLOCK,Draenei Totemcarver,1
SHAMAN,Alley Armorsmith,1
WARLOCK,Leper Gnome,1
SHAMAN,Master Swordsmith,1
WARLOCK,Raza the Chained,1
SHAMAN,Keeper of the Grove,1
WARLOCK,Anubisath Sentinel,1
SHAMAN,Ancient Shieldbearer,1
WARRIOR,Savage Combatant,1
WARLOCK,Acolyte of Pain,1
DRUID,Ice Rager,1
WARRIOR,Enchanted Raven,1
HUNTER,Blackwing Technician,1
WARRIOR,Cult Master,1
MAGE,Khadgar,1
WARRIOR,Nightbane Templar,1
PRIEST,Shadow Rager,1
WARRIOR,Gormok the Impaler,1
WARLOCK,Daring Reporter,1
DRUID,Shifting Shade,1
WARLOCK,Museum Curator,1
HUNTER,Gnomish Inventor,1
WARRIOR,Sheep,1
MAGE,Ancient Shade,1
WARRIOR,Prophet Velen,1
MAGE,Arathi Weaponsmith,1
WARRIOR,Arcane Golem,1
MAGE,Silver Hand Recruit,1
WARRIOR,Mummy Zombie,1
PALADIN,Demolisher,1
DRUID,Imp Master,1
PRIEST,Gorillabot A-3,1
DRUID,Imp Gang Boss,1
ROGUE,Moat Lurker,1
DRUID,Shattered Sun Cleric,1
ROGUE,Acidmaw,1
HUNTER,Southsea Captain,1
SHAMAN,Usher of Souls,1
HUNTER,Slime,1
SHAMAN,The Beast,1
MAGE,Skeram Cultist,1
SHAMAN,Spawn of Shadows,1
PALADIN,Kidnapper,1
SHAMAN,Succubus,1
PRIEST,Grimestreet Outfitter,1
WARLOCK,Master of Disguise,1
ROGUE,Polluted Hoarder,1
DRUID,Mastiff,1
SHAMAN,Axe Flinger,1
PALADIN,Jinyu Waterspeaker,1
SHAMAN,Savage Combatant,1
PRIEST,Dragonhawk Rider,1
WARLOCK,Tuskarr Totemic,1
ROGUE,Alexstrasza,1
WARRIOR,Desert Camel,1
SHAMAN,Big-Time Racketeer,1
DRUID,Auchenai Soulpriest,1
HUNTER,Zealous Initiate,1
HUNTER,Elise Starseeker,1
DRUID,Grimy Gadgeteer,1
PRIEST,Aldor Peacekeeper,1
DRUID,N'Zoth's First Mate,1
SHAMAN,Guardian of Kings,1
HUNTER,Grim Patron,1
SHAMAN,King Mukla,1
MAGE,Stablemaster,1
WARLOCK,Spellslinger,1
MAGE,Brave Archer,1
WARLOCK,Leatherclad Hogleader,1
PRIEST,Dreadscale,1
DRUID,Spawn of Shadows,1
SHAMAN,Wilfred Fizzlebang,1
DRUID,Hungry Dragon,1
SHAMAN,Soggoth the Slitherer,1
DRUID,Spellbender,1
WARLOCK,Gruul,1
MAGE,Mana Addict,1
DRUID,Raid Leader,1
PRIEST,Boar,1
DRUID,Knight of the Wild,1
ROGUE,Desert Camel,1
HUNTER,Captain Greenskin,1
WARLOCK,Polluted Hoarder,1
MAGE,Axe Flinger,1
WARLOCK,Luckydo Buccaneer,1
MAGE,Argent Protector,1
WARRIOR,Rend Blackhand,1
MAGE,Leper Gnome,1
WARRIOR,Eadric the Pure,1
PALADIN,"Genzo, the Shark",1
MAGE,Shadow Sensei,1
PRIEST,Finkle Einhorn,1
MAGE,Cloaked Huntress,1
PRIEST,Black Whelp,1
MAGE,Grimscale Chum,1
ROGUE,Baron Geddon,1
PRIEST,Firelands Portal,1
SHAMAN,Twilight Elemental,1
PRIEST,Duskboar,1
WARLOCK,Servant of Yogg-Saron,1
PRIEST,Darkshire Councilman,1
WARLOCK,Magnataur Alpha,1
ROGUE,Tomb Spider,1
WARRIOR,Al'Akir the Windlord,1
WARLOCK,Hogger,1
WARRIOR,Hozen Healer,1
WARRIOR,Kabal Courier,1
DRUID,Cloaked Huntress,1
WARRIOR,Doppelgangster,1
DRUID,Worthless Imp,1
WARRIOR,Cutpurse,1
MAGE,Defias Cleaner,1
WARRIOR,Guardian of Kings,1
MAGE,Wisp,1
HUNTER,Dread Corsair,1
PRIEST,Daring Reporter,1
MAGE,Ogre Magi,1
PRIEST,Trogg Beastrager,1
MAGE,Hogger,1
ROGUE,Klaxxi Amber-Weaver,1
MAGE,Crazed Alchemist,1
ROGUE,"Genzo, the Shark",1
MAGE,Onyxia,1
SHAMAN,Edwin VanCleef,1
PALADIN,Scaled Nightmare,1
SHAMAN,Shaky Zipgunner,1
PRIEST,Ogre Magi,1
SHAMAN,Ancient of Lore,1
ROGUE,Aberrant Berserker,1
WARLOCK,Frostwolf Grunt,1
SHAMAN,Undercity Valiant,1
WARLOCK,Priestess of Elune,1
WARLOCK,Confessor Paletress,1
HUNTER,Spiked Hogrider,1
WARLOCK,Kirin Tor Mage,1
MAGE,Nerubian Prophet,1
WARRIOR,Jade Golem,1
MAGE,Luckydo Buccaneer,1
DRUID,Master of Disguise,1
PALADIN,Explosive Shot,1
HUNTER,Alley Armorsmith,1
PALADIN,Public Defender,1
HUNTER,Damaged Golem,1
ROGUE,Treant,1
HUNTER,Wisp,1
SHAMAN,Blackwater Pirate,1
HUNTER,"N'Zoth, the Corruptor",1
SHAMAN,Grimestreet Enforcer,1
MAGE,"Nat, the Darkfisher",1
WARLOCK,Earth Elemental,1
PALADIN,Violet Illusionist,1
WARLOCK,Armorsmith,1
PALADIN,Tomb Spider,1
DRUID,Wickerflame Burnbristle,1
ROGUE,Murloc Raider,1
DRUID,Slime,1
SHAMAN,Shiv,1
DRUID,Wyrmrest Agent,1
SHAMAN,Bomb Squad,1
DRUID,Squire,1
WARLOCK,Grimestreet Informant,1
MAGE,Rat,1
WARLOCK,Twisted Worgen,1
MAGE,Skycap'n Kragg,1
WARRIOR,Reliquary Seeker,1
MAGE,Mana Wraith,1
WARRIOR,Lord Jaraxxus,1
ROGUE,Master Jouster,1
DRUID,Tundra Rhino,1
SHAMAN,Twilight Darkmender,1
HUNTER,Bloodmage Thalnos,1
WARLOCK,Bash,1
HUNTER,Thrall,1
WARLOCK,Kabal Lackey,1
MAGE,Mayor Noggenfogger,1
WARLOCK,Shady Dealer,1
PALADIN,Steward,1
WARLOCK,Doppelgangster,1
PRIEST,Earth Elemental,1
WARLOCK,Saboteur,1
PRIEST,Mogu'shan Warden,1
WARRIOR,Possessed Villager,1
ROGUE,The Skeleton Knight,1
WARRIOR,Psych-o-Tron,1
ROGUE,Crowd Favorite,1
DRUID,Grimestreet Smuggler,1
SHAMAN,Raza the Chained,1
HUNTER,Polluted Hoarder,1
WARRIOR,Pint-Sized Summoner,1
PRIEST,Murloc Tidecaller,1
WARRIOR,Ethereal Arcanist,1
WARRIOR,Violet Teacher,1
WARRIOR,Scarab,1
