player_class,card_name,times_played,wins,win_pc
DRUID,Hired Gun,139,60,0.4316546763
SHAMAN,Arch-Thief Rafaam,139,73,0.5251798561
WARRIOR,Lantern of Power,139,96,69.06%
SHAMAN,Scarlet Crusader,138,62,0.4492753623
MAGE,Spellbender,138,83,0.6014492754
DRUID,Flame Juggler,138,58,0.4202898551
PRIEST,Cenarius,138,80,0.5797101449
MAGE,Forbidden Ritual,138,62,0.4492753623
WARLOCK,Arcanosmith,138,67,0.4855072464
WARLOCK,Edwin VanCleef,137,64,0.4671532847
PRIEST,Malkorok,137,86,0.6277372263
PRIEST,Shield Slam,137,80,0.5839416058
PALADIN,Cult Apothecary,137,47,0.3430656934
PALADIN,Tinkmaster Overspark,137,38,0.2773722628
DRUID,Armored Warhorse,137,71,0.5182481752
SHAMAN,Saboteur,137,64,0.4671532847
ROGUE,Wobbling Runts,137,52,0.3795620438
WARLOCK,Lantern of Power,137,107,0.7810218978
DRUID,"Genzo, the Shark",137,57,0.4160583942
HUNTER,Book Wyrm,136,55,0.4044117647
PALADIN,Nexus-Champion Saraad,136,61,0.4485294118
PALADIN,Volcanic Drake,136,70,0.5147058824
HUNTER,Ballista Shot,136,50,0.3676470588
PRIEST,Kingsblood Toxin,136,77,0.5661764706
SHAMAN,Huge Toad,135,59,0.437037037
MAGE,Ironbeak Owl,135,64,0.4740740741
MAGE,Darkshire Councilman,135,70,0.5185185185
PRIEST,Kindly Grandmother,135,92,0.6814814815
WARLOCK,Wrathion,135,62,0.4592592593
MAGE,Sunfury Protector,134,61,0.4552238806
PALADIN,Cult Master,134,54,0.4029850746
PRIEST,Jade Golem,134,72,0.5373134328
PRIEST,"Hogger, Doom of Elwynn",134,65,0.4850746269
PRIEST,Shattered Sun Cleric,133,49,0.3684210526
HUNTER,Twilight Summoner,133,61,0.4586466165
WARRIOR,Spiked Hogrider,133,54,40.60%
PRIEST,Call in the Finishers,133,74,0.5563909774
ROGUE,Mysterious Challenger,133,58,0.4360902256
MAGE,Possessed Villager,133,55,0.4135338346
PALADIN,Polluted Hoarder,133,59,0.4436090226
WARRIOR,Charge,132,37,28.03%
PRIEST,Cruel Taskmaster,132,85,0.6439393939
SHAMAN,Jade Idol,132,68,0.5151515152
DRUID,River Crocolisk,132,55,0.4166666667
WARLOCK,Fen Creeper,132,57,0.4318181818
PRIEST,Dalaran Aspirant,132,69,0.5227272727
PRIEST,I Know a Guy,132,87,0.6590909091
WARLOCK,Kooky Chemist,132,60,0.4545454545
ROGUE,Mana Addict,132,62,0.4696969697
HUNTER,Misha,131,74,0.5648854962
PRIEST,Lantern of Power,131,103,0.786259542
PALADIN,The Black Knight,131,56,0.427480916
SHAMAN,Eydis Darkbane,131,59,0.4503816794
ROGUE,Nerubian,131,67,0.5114503817
MAGE,Jade Idol,131,53,0.4045801527
ROGUE,Doomcaller,131,60,0.4580152672
SHAMAN,Ironfur Grizzly,130,48,0.3692307692
WARLOCK,Questing Adventurer,130,52,0.4
WARRIOR,Corrupted Seer,130,56,43.08%
ROGUE,Blessed Champion,130,85,0.6538461538
PRIEST,Jade Swarmer,130,70,0.5384615385
ROGUE,Map to the Golden Monkey,130,44,0.3384615385
ROGUE,Chillwind Yeti,130,60,0.4615384615
WARLOCK,Squirming Tentacle,130,67,0.5153846154
ROGUE,Friendly Bartender,130,48,0.3692307692
DRUID,Mountain Giant,129,79,0.6124031008
MAGE,Summoning Portal,129,63,0.488372093
MAGE,Auchenai Soulpriest,129,68,0.5271317829
HUNTER,Mukla's Champion,129,64,0.496124031
PRIEST,Master of Evolution,129,78,0.6046511628
PALADIN,Dire Shapeshift,129,101,0.7829457364
ROGUE,Toxic Sewer Ooze,129,49,0.3798449612
ROGUE,Corrupted Healbot,129,59,0.4573643411
WARLOCK,Twilight Darkmender,128,60,0.46875
SHAMAN,Spellbreaker,128,60,0.46875
HUNTER,Sen'jin Shieldmasta,128,41,0.3203125
WARLOCK,The Tidal Hand,128,19,0.1484375
PALADIN,Mogu'shan Warden,128,59,0.4609375
PRIEST,Sharp Fork,128,77,0.6015625
WARLOCK,Kabal Demon,128,97,0.7578125
ROGUE,Divine Favor,127,71,0.5590551181
PRIEST,Ironforge Portal,127,80,0.6299212598
PRIEST,Sense Demons,127,49,0.3858267717
HUNTER,Prince Malchezaar,127,35,0.2755905512
PRIEST,King Krush,127,83,0.6535433071
HUNTER,Reckless Rocketeer,127,47,0.3700787402
WARLOCK,Daring Reporter,127,55,0.4330708661
PRIEST,Kvaldir Raider,127,64,0.5039370079
WARLOCK,Lorewalker Cho,126,50,0.3968253968
PRIEST,Cult Apothecary,126,40,0.3174603175
WARLOCK,Wyrmrest Agent,126,49,0.3888888889
PRIEST,Doppelgangster,126,64,0.5079365079
ROGUE,Spawn of N'Zoth,126,61,0.4841269841
PRIEST,Starfire,126,72,0.5714285714
SHAMAN,Wild Pyromancer,126,57,0.4523809524
DRUID,Cyclopian Horror,126,57,0.4523809524
WARLOCK,Southsea Captain,125,66,0.528
PRIEST,Kobold Geomancer,125,73,0.584
DRUID,Explorer's Hat,125,54,0.432
SHAMAN,Stormwind Champion,125,67,0.536
DRUID,Dark Iron Dwarf,124,62,0.5
DRUID,Tinkmaster Overspark,124,49,0.3951612903
PRIEST,Savage Roar,124,96,0.7741935484
WARLOCK,Eydis Darkbane,124,51,0.4112903226
PRIEST,Psych-o-Tron,124,57,0.4596774194
WARLOCK,King Mukla,124,57,0.4596774194
WARLOCK,Razorfen Hunter,124,58,0.4677419355
DRUID,Small-Time Buccaneer,124,51,0.4112903226
PRIEST,Assassinate,124,52,0.4193548387
SHAMAN,Sunfury Protector,124,48,0.3870967742
PRIEST,Millhouse Manastorm,123,41,0.3333333333
DRUID,Jade Golem,123,64,0.5203252033
WARRIOR,Savannah Highmane,123,58,47.15%
MAGE,Patches the Pirate,123,46,0.3739837398
PALADIN,Mountain Giant,123,63,0.512195122
PRIEST,Hunter's Mark,122,80,0.6557377049
PRIEST,Wolfrider,122,70,0.5737704918
PRIEST,Cat Trick,122,73,0.5983606557
PRIEST,Eadric the Pure,122,59,0.4836065574
SHAMAN,Tauren Warrior,122,45,0.368852459
DRUID,Roaring Torch,122,78,0.6393442623
MAGE,Renounce Darkness,122,35,0.2868852459
HUNTER,Bananas,121,61,0.5041322314
MAGE,Argent Squire,121,46,0.3801652893
WARLOCK,Nozdormu,121,63,0.520661157
PRIEST,Bolf Ramshield,121,53,0.4380165289
WARRIOR,Nightblade,121,56,46.28%
WARLOCK,Scaled Nightmare,121,70,0.5785123967
SHAMAN,Injured Blademaster,121,57,0.4710743802
WARLOCK,Circle of Healing,121,78,0.6446280992
PALADIN,Heal,120,62,0.5166666667
PALADIN,Sea Giant,120,47,0.3916666667
WARLOCK,Amani Berserker,120,52,0.4333333333
ROGUE,Sunwalker,120,65,0.5416666667
ROGUE,Dire Wolf Alpha,120,51,0.425
MAGE,Questing Adventurer,120,70,0.5833333333
ROGUE,Wild Pyromancer,120,37,0.3083333333
PRIEST,Demented Frostcaller,120,46,0.3833333333
MAGE,Frigid Snobold,120,63,0.525
PRIEST,Hallazeal the Ascended,120,57,0.475
MAGE,Nat Pagle,119,42,0.3529411765
PRIEST,Knife Juggler,119,71,0.5966386555
PRIEST,Betrayal,119,58,0.487394958
PRIEST,Gurubashi Berserker,119,46,0.3865546218
SHAMAN,Frigid Snobold,119,58,0.487394958
PRIEST,Unearthed Raptor,119,59,0.4957983193
ROGUE,Animal Companion,118,67,0.5677966102
SHAMAN,Demolisher,118,56,0.4745762712
WARLOCK,Kirin Tor Mage,118,54,0.4576271186
ROGUE,Stampeding Kodo,118,55,0.4661016949
WARLOCK,Jade Spirit,118,47,0.3983050847
HUNTER,Polluted Hoarder,118,51,0.4322033898
ROGUE,Cult Master,118,60,0.5084745763
DRUID,Jade Golem,118,65,0.5508474576
WARRIOR,Gurubashi Berserker,118,31,26.27%
DRUID,Lantern of Power,117,97,0.8290598291
ROGUE,Alleycat,117,68,0.5811965812
PRIEST,Kooky Chemist,117,56,0.4786324786
ROGUE,Hogger,117,56,0.4786324786
SHAMAN,Argent Commander,116,49,0.4224137931
PRIEST,Succubus,116,44,0.3793103448
WARLOCK,Northshire Cleric,116,50,0.4310344828
MAGE,Auctionmaster Beardo,116,51,0.4396551724
PALADIN,Mukla's Champion,115,53,0.4608695652
WARRIOR,Worgen Infiltrator,115,50,43.48%
ROGUE,On the Hunt,115,63,0.547826087
SHAMAN,Emperor Cobra,115,63,0.547826087
DRUID,Corrupted Seer,115,40,0.347826087
PRIEST,"Nat, the Darkfisher",115,40,0.347826087
PRIEST,Ancient Brewmaster,115,56,0.4869565217
HUNTER,Core Rager,115,42,0.3652173913
PRIEST,King's Elekk,115,69,0.6
PRIEST,Mogu'shan Warden,114,42,0.3684210526
WARRIOR,Murloc Knight,114,54,47.37%
DRUID,Shieldbearer,114,54,0.4736842105
PRIEST,Jade Golem,114,47,0.4122807018
WARRIOR,Lightning Jolt,114,33,28.95%
MAGE,Huge Toad,114,56,0.4912280702
MAGE,Skeram Cultist,114,51,0.4473684211
WARRIOR,Call of the Wild,114,52,45.61%
PRIEST,Possessed Villager,114,53,0.4649122807
PRIEST,Southsea Captain,113,74,0.6548672566
MAGE,Jade Lightning,113,69,0.610619469
WARLOCK,Dark Bargain,113,39,0.3451327434
MAGE,White Eyes,113,60,0.5309734513
PRIEST,Fight Promoter,113,68,0.6017699115
PRIEST,Hammer of Wrath,113,59,0.5221238938
PRIEST,Explorer's Hat,113,63,0.5575221239
PRIEST,Gormok the Impaler,112,68,0.6071428571
MAGE,Hogger,112,50,0.4464285714
WARRIOR,Faceless Shambler,112,47,41.96%
PRIEST,The Mistcaller,112,67,0.5982142857
SHAMAN,Fel Orc Soulfiend,112,51,0.4553571429
ROGUE,Voodoo Doctor,112,51,0.4553571429
ROGUE,Hired Gun,112,46,0.4107142857
ROGUE,Forbidden Healing,112,46,0.4107142857
DRUID,Silithid Swarmer,112,47,0.4196428571
WARLOCK,"Genzo, the Shark",112,56,0.5
WARRIOR,Toxic Sewer Ooze,112,42,37.50%
SHAMAN,Squire,111,81,0.7297297297
SHAMAN,C'Thun,111,51,0.4594594595
WARLOCK,Cryomancer,111,51,0.4594594595
PALADIN,Warhorse Trainer,111,36,0.3243243243
PRIEST,Violet Teacher,111,57,0.5135135135
MAGE,The Black Knight,111,52,0.4684684685
MAGE,Dark Bargain,111,28,0.2522522523
MAGE,Crystalweaver,111,62,0.5585585586
WARRIOR,Warsong Commander,110,33,30.00%
MAGE,Shattered Sun Cleric,110,55,0.5
PRIEST,Dark Iron Skulker,110,61,0.5545454545
DRUID,Map to the Golden Monkey,110,47,0.4272727273
SHAMAN,Hogger,110,53,0.4818181818
WARLOCK,Murloc Tinyfin,110,30,0.2727272727
HUNTER,Twilight Drake,110,47,0.4272727273
PRIEST,Firebloom Toxin,110,61,0.5545454545
DRUID,Squirming Tentacle,110,45,0.4090909091
ROGUE,Bomb Squad,110,41,0.3727272727
PRIEST,Sleep with the Fishes,110,61,0.5545454545
ROGUE,Fiery Bat,109,59,0.5412844037
ROGUE,Nexus-Champion Saraad,109,29,0.2660550459
WARLOCK,Auchenai Soulpriest,109,47,0.4311926606
PALADIN,Nerubian Prophet,109,53,0.4862385321
DRUID,Shattered Sun Cleric,109,58,0.5321100917
PALADIN,Toxic Sewer Ooze,109,36,0.3302752294
DRUID,Bolf Ramshield,109,55,0.504587156
PRIEST,Everyfin is Awesome,109,83,0.7614678899
SHAMAN,Jade Golem,109,50,0.4587155963
ROGUE,Kill Command,108,67,0.6203703704
MAGE,Crazed Alchemist,108,64,0.5925925926
PALADIN,Nozdormu,108,44,0.4074074074
DRUID,Imp Master,108,50,0.462962963
MAGE,Northshire Cleric,108,47,0.4351851852
HUNTER,Blackwing Technician,108,40,0.3703703704
MAGE,"Y'Shaarj, Rage Unbound",108,58,0.537037037
MAGE,Circle of Healing,108,62,0.5740740741
WARLOCK,"Mukla, Tyrant of the Vale",108,56,0.5185185185
PRIEST,Jade Golem,108,64,0.5925925926
PRIEST,The Boogeymonster,108,51,0.4722222222
DRUID,Headcrack,108,60,0.5555555556
PALADIN,Stranglethorn Tiger,108,49,0.4537037037
WARRIOR,Dragonkin Sorcerer,108,52,48.15%
SHAMAN,Explorer's Hat,108,55,0.5092592593
SHAMAN,Silent Knight,107,48,0.4485981308
PALADIN,Stormwind Champion,107,47,0.4392523364
PRIEST,Powershot,107,64,0.5981308411
WARLOCK,Fjola Lightbane,107,43,0.4018691589
SHAMAN,King Mukla,107,41,0.3831775701
MAGE,Scaled Nightmare,107,52,0.4859813084
WARLOCK,Don Han'Cho,107,40,0.3738317757
HUNTER,Sea Giant,107,49,0.4579439252
WARRIOR,Burgly Bully,107,36,33.64%
PRIEST,Claw,107,60,0.5607476636
MAGE,Mayor Noggenfogger,107,26,0.2429906542
WARLOCK,Twilight Whelp,107,44,0.4112149533
SHAMAN,Fjola Lightbane,106,49,0.4622641509
ROGUE,Quick Shot,106,68,0.641509434
WARLOCK,Madam Goya,106,46,0.4339622642
WARLOCK,Mayor Noggenfogger,106,40,0.3773584906
WARLOCK,Chillwind Yeti,106,42,0.3962264151
DRUID,Fireball,106,68,0.641509434
PRIEST,Bilefin Tidehunter,106,49,0.4622641509
PALADIN,Amani Berserker,105,35,0.3333333333
MAGE,Argent Commander,105,45,0.4285714286
WARLOCK,Corrupted Seer,105,30,0.2857142857
WARRIOR,Tomb Spider,105,49,46.67%
MAGE,Maelstrom Portal,105,52,0.4952380952
PRIEST,"Genzo, the Shark",105,40,0.380952381
PRIEST,Bite,105,68,0.6476190476
ROGUE,Bear Trap,105,64,0.6095238095
WARRIOR,Aldor Peacekeeper,105,46,43.81%
HUNTER,Pantry Spider,105,41,0.3904761905
DRUID,Mukla's Champion,104,57,0.5480769231
ROGUE,Knife Juggler,104,27,0.2596153846
PRIEST,Jungle Panther,104,53,0.5096153846
ROGUE,Jade Golem,104,48,0.4615384615
WARRIOR,Raid Leader,104,46,44.23%
WARRIOR,Briarthorn Toxin,104,57,54.81%
PRIEST,Dispatch Kodo,104,74,0.7115384615
PALADIN,Midnight Drake,103,42,0.4077669903
PALADIN,Madam Goya,103,44,0.427184466
MAGE,Cyclopian Horror,103,35,0.3398058252
MAGE,Kabal Demon,103,67,0.6504854369
SHAMAN,"Genzo, the Shark",103,43,0.4174757282
WARRIOR,Mad Bomber,103,35,33.98%
WARLOCK,Gruul,103,51,0.4951456311
ROGUE,Arcane Shot,103,66,0.640776699
WARLOCK,Sharp Fork,103,64,0.6213592233
WARLOCK,Worthless Imp,103,39,0.3786407767
ROGUE,Dispatch Kodo,103,50,0.4854368932
WARRIOR,Hired Gun,103,25,24.27%
HUNTER,Sunfury Protector,102,33,0.3235294118
WARLOCK,Swashburglar,102,37,0.362745098
PRIEST,Blessing of Kings,102,69,0.6764705882
WARRIOR,Knife Juggler,102,36,35.29%
MAGE,Bloodsail Corsair,102,43,0.4215686275
PRIEST,Grimy Gadgeteer,102,76,0.7450980392
WARRIOR,Excess Mana,102,36,35.29%
MAGE,Hired Gun,102,44,0.431372549
MAGE,Kabal Demon,102,79,0.7745098039
PRIEST,Inner Rage,101,72,0.7128712871
DRUID,Wolfrider,101,47,0.4653465347
DRUID,Lorewalker Cho,101,42,0.4158415842
PRIEST,Captain Greenskin,101,52,0.5148514851
ROGUE,Enter the Coliseum,101,35,0.3465346535
MAGE,Leper Gnome,101,40,0.396039604
WARLOCK,Pompous Thespian,101,44,0.4356435644
WARLOCK,Corrupted Healbot,101,57,0.5643564356
DRUID,Jade Claws,101,64,0.6336633663
PRIEST,Totemic Might,101,53,0.5247524752
ROGUE,Jade Golem,101,50,0.495049505
ROGUE,Deathwing,101,30,0.297029703
MAGE,Molten Giant,101,49,0.4851485149
ROGUE,Knuckles,101,52,0.5148514851
SHAMAN,Twin Emperor Vek'lor,101,35,0.3465346535
ROGUE,Cloaked Huntress,100,60,0.6
PRIEST,Humility,100,42,0.42
WARLOCK,White Eyes,100,37,0.37
SHAMAN,Imp Master,100,46,0.46
ROGUE,Explosive Trap,100,60,0.6
DRUID,Earth Elemental,100,39,0.39
WARLOCK,"Hogger, Doom of Elwynn",100,54,0.54
WARLOCK,Volcanic Drake,100,55,0.55
WARRIOR,Tauren Warrior,100,25,25.00%
PRIEST,Bear Trap,100,56,0.56
WARRIOR,Explorer's Hat,100,45,45.00%
SHAMAN,"Deathwing, Dragonlord",100,55,0.55
ROGUE,Kindly Grandmother,100,64,0.64
